,index,date,pm,location,temp,dew_point,humidity,pressure,wind_speed,wind_direction,precipitation
968,968,2025-08-26,33.166666666666664,BN,28.5,22.9,73,1006.6,6.1,237,0.1
969,969,2025-08-27,28.041666666666668,BN,28.4,23.4,75,1008.2,4.9,245,0.2
970,970,2025-08-28,38.791666666666664,BN,28.7,23.2,73,1008.0,5.5,251,6.9
971,971,2025-08-29,65.125,BN,29.9,23.3,69,1007.6,6.6,265,1.0
972,972,2025-08-30,63.208333333333336,BN,29.7,22.8,67,1006.5,7.5,273,3.5
973,973,2025-08-31,55.416666666666664,BN,29.5,23.8,72,1005.2,6.2,213,3.5
974,974,2025-09-01,32.25,BN,29.4,24.5,76,1005.4,4.9,196,2.8
975,975,2025-09-02,49.916666666666664,BN,28.6,24.5,79,1006.9,4.3,206,13.1
976,976,2025-09-03,50.75,BN,29.2,24.4,76,1007.3,4.5,218,10.0
977,977,2025-09-04,64.70833333333333,BN,28.1,24.5,81,1006.8,3.2,247,11.5
978,978,2025-09-05,71.25,BN,28.4,24.7,81,1006.9,3.9,249,22.8
979,979,2025-09-06,73.41666666666667,BN,28.3,24.7,82,1007.2,3.3,224,12.4
980,980,2025-09-07,70.54166666666667,BN,27.5,25.0,86,1007.2,4.3,178,8.2
981,981,2025-09-08,36.166666666666664,BN,27.4,25.1,88,1007.8,5.4,170,14.6
982,982,2025-09-09,28.0,BN,27.8,24.8,84,1009.0,6.7,173,12.2
983,983,2025-09-10,27.833333333333332,BN,27.8,24.8,85,1009.3,4.4,170,3.7
984,984,2025-09-11,33.875,BN,28.7,24.8,80,1008.7,4.0,191,0.7
985,985,2025-09-12,58.541666666666664,BN,29.0,25.7,83,1008.7,2.8,186,14.5
986,986,2025-09-13,69.58333333333333,BN,28.9,25.4,82,1009.0,4.0,157,3.0
987,987,2025-09-14,61.75,BN,28.0,25.0,84,1009.6,3.8,157,19.9
988,988,2025-09-15,52.291666666666664,BN,28.1,24.4,81,1009.4,4.3,153,17.6
989,989,2025-09-16,43.583333333333336,BN,28.6,24.6,80,1009.2,3.7,191,13.8
990,990,2025-09-17,52.333333333333336,BN,28.4,25.1,83,1008.1,3.4,203,24.4
991,991,2025-09-18,59.75,BN,28.5,24.5,80,1007.4,4.8,194,10.9
992,992,2025-09-19,38.166666666666664,BN,28.9,24.7,78,1007.7,5.5,184,3.7
993,993,2025-09-20,14.625,BN,29.1,24.6,77,1007.4,6.9,184,5.2
994,994,2025-09-21,26.833333333333332,BN,29.5,24.5,75,1007.2,5.8,211,2.4
995,995,2025-09-22,46.75,BN,29.2,24.3,76,1007.9,5.1,219,1.2
996,996,2025-09-23,50.375,BN,29.1,24.1,75,1007.2,4.9,227,1.3
997,997,2025-09-24,23.791666666666668,BN,29.1,23.7,73,1005.7,5.7,236,2.5
998,998,2025-09-25,24.833333333333332,BN,29.3,23.4,71,1005.7,6.1,237,1.2
999,999,2025-09-26,23.833333333333332,BN,28.9,23.9,75,1007.7,4.6,214,4.2
1000,1000,2025-09-27,50.0,BN,27.7,23.8,80,1008.8,4.4,272,7.1
1001,1001,2025-09-28,66.875,BN,28.4,24.6,81,1005.9,4.5,280,15.5
1002,1002,2025-09-29,62.708333333333336,BN,29.1,24.7,78,1004.4,6.1,198,5.5
1003,1003,2025-09-30,25.541666666666668,BN,28.9,24.0,75,1007.4,9.1,177,4.0
1004,1004,2025-10-01,27.958333333333332,BN,28.3,24.9,82,1009.5,5.0,162,15.7
1005,1005,2025-10-02,55.583333333333336,BN,29.3,24.9,78,1010.1,2.9,122,5.0
1006,1006,2025-10-03,72.79166666666667,BN,28.7,24.6,79,1010.3,3.6,104,16.2
1007,1007,2025-10-04,62.125,BN,27.9,24.7,83,1010.5,3.8,166,24.1
1008,1008,2025-10-05,49.291666666666664,BN,28.4,24.9,82,1010.3,4.3,182,2.4
1009,1009,2025-10-06,53.666666666666664,BN,29.2,24.5,77,1009.6,5.4,208,3.2
1010,1010,2025-10-07,60.291666666666664,BN,29.2,24.5,77,1010.0,5.2,216,6.2
1011,1011,2025-10-08,59.166666666666664,BN,29.0,24.5,78,1010.2,4.5,258,3.9
1012,1012,2025-10-09,71.33333333333333,BN,27.9,24.4,82,1009.8,3.9,318,22.5
1013,1013,2025-10-10,94.54166666666667,BN,28.2,24.4,81,1008.9,2.8,2,22.9
1014,1014,2025-10-11,80.66666666666667,BN,27.8,24.6,84,1008.7,2.8,31,12.0
1015,1015,2025-10-12,70.75,BN,27.6,24.4,83,1008.5,4.0,71,35.3
1016,1016,2025-10-13,65.95833333333333,BN,27.5,24.8,86,1008.4,3.3,102,16.6
1017,1017,2025-10-14,57.333333333333336,BN,27.3,24.7,87,1008.4,3.7,99,15.7
1018,1018,2025-10-15,54.625,BN,27.6,24.7,85,1008.4,3.8,113,10.3
1019,1019,2025-10-16,72.70833333333333,BN,28.9,24.4,78,1008.5,3.8,27,6.2
1020,1020,2025-10-17,70.33333333333333,BN,29.0,24.7,79,1009.0,4.1,10,9.1
1021,1021,2025-10-18,61.416666666666664,BN,29.0,24.8,79,1008.3,3.6,354,9.8
1022,1022,2025-10-19,67.16666666666667,BN,28.7,24.4,78,1007.4,3.8,12,18.3
1023,1023,2025-10-20,63.75,BN,29.2,24.1,75,1007.6,4.5,351,8.0
1024,1024,2025-10-21,64.33333333333333,BN,29.5,23.5,72,1008.7,5.3,6,0.7
1025,1025,2025-10-22,69.5,BN,29.5,22.5,68,1009.3,4.6,34,0.0
1026,1026,2025-10-23,63.958333333333336,BN,28.6,21.8,68,1009.7,6.0,51,0.0
1027,1027,2025-10-24,56.416666666666664,BN,28.9,21.4,65,1009.9,4.7,54,0.0
1028,1028,2025-10-25,57.833333333333336,BN,28.8,22.2,68,1009.7,5.4,61,0.9
1029,1029,2025-10-26,58.125,BN,29.1,22.2,68,1010.1,6.4,64,0.0
1030,1030,2025-10-27,56.666666666666664,BN,28.6,22.7,71,1011.4,4.3,47,0.1
1031,1031,2025-10-28,69.20833333333333,BN,28.5,23.1,74,1010.7,5.0,17,7.7
1032,1032,2025-10-29,75.75,BN,28.4,22.9,73,1009.8,4.6,70,6.4
1033,1033,2025-10-30,74.875,BN,27.7,24.1,81,1009.2,4.0,9,10.0
1034,1034,2025-10-31,68.79166666666667,BN,27.7,24.7,84,1009.8,4.4,124,21.9
1035,1035,2025-11-01,45.166666666666664,BN,27.3,24.9,87,1010.2,3.9,113,25.7
1036,1036,2025-11-02,41.125,BN,27.6,24.8,85,1010.2,3.7,155,9.4
1037,1037,2025-11-03,54.875,BN,27.1,24.5,86,1009.8,2.7,83,24.9
1038,1038,2025-11-04,72.58333333333333,BN,27.3,24.0,83,1009.8,2.5,13,13.6
1039,1039,2025-11-05,73.08333333333333,BN,27.0,22.9,79,1008.6,3.2,14,0.6
1040,1040,2025-11-06,84.58333333333333,BN,28.0,23.9,79,1007.7,3.8,330,0.5
1041,1041,2025-11-07,100.08333333333333,BN,28.2,24.6,81,1007.1,4.7,332,0.5
1042,1042,2025-11-08,83.33333333333333,BN,27.9,24.3,81,1008.5,3.6,136,7.7
1043,1043,2025-11-09,64.58333333333333,BN,28.6,24.9,81,1008.9,3.1,190,8.3
1044,1044,2025-11-10,65.875,BN,28.4,25.0,82,1008.8,3.3,184,15.8
1045,1045,2025-11-11,99.66666666666667,BN,28.9,24.7,79,1008.6,3.2,217,1.9
1046,1046,2025-11-12,95.375,BN,29.1,25.6,82,1009.5,2.9,168,3.6
1047,1047,2025-11-13,75.58333333333333,BN,27.1,24.5,86,1011.5,4.1,54,31.1
1048,1048,2025-11-14,54.458333333333336,BN,27.9,22.9,76,1011.8,5.3,32,0.8
1049,1049,2025-11-15,50.708333333333336,BN,26.7,19.0,64,1012.7,5.9,38,0.0
1050,1050,2025-11-16,58.375,BN,27.4,20.3,67,1012.7,5.9,51,0.0
1051,1051,2025-11-17,52.208333333333336,BN,26.9,22.9,79,1011.9,4.8,26,5.8
1052,1052,2025-11-18,44.208333333333336,BN,26.6,23.1,82,1011.8,5.2,10,5.3
1053,1053,2025-11-19,44.875,BN,26.3,20.4,71,1013.1,5.8,32,0.0
1054,1054,2025-11-20,37.75,BN,24.9,17.4,64,1014.4,5.0,18,0.0
1055,1055,2025-11-21,57.125,BN,24.6,16.8,62,1014.9,5.4,11,0.0
1056,1056,2025-11-22,67.29166666666667,BN,25.8,17.1,60,1013.5,5.0,4,0.0
1057,1057,2025-11-23,62.791666666666664,BN,26.4,18.7,64,1012.7,6.1,357,0.0
1058,1058,2025-11-24,69.70833333333333,BN,27.0,19.9,66,1011.7,6.3,10,0.0
1059,1059,2025-11-25,63.333333333333336,BN,26.4,19.4,67,1011.8,6.3,25,0.0
1060,1060,2025-11-26,77.79166666666667,BN,25.3,17.2,62,1012.4,5.2,11,0.0
1061,1061,2025-11-27,71.58333333333333,BN,24.5,15.4,58,1013.5,6.6,31,0.0
1062,1062,2025-11-28,71.875,BN,23.1,11.3,49,1013.4,5.6,11,0.0
1063,1063,2025-11-29,79.08333333333333,BN,23.3,13.6,57,1011.9,4.4,340,0.0
1064,1064,2025-11-30,93.66666666666667,BN,25.1,16.6,62,1011.4,4.3,328,0.0
1065,1065,2025-12-01,123.125,BN,26.4,18.5,64,1011.0,4.1,323,0.0
1066,1066,2025-12-02,118.29166666666667,BN,27.6,20.1,66,1010.3,4.0,318,0.0
1067,1067,2025-12-03,111.91666666666667,BN,29.1,21.0,64,1011.3,4.2,12,0.0
1068,1068,2025-12-04,66.125,BN,28.9,21.3,65,1011.8,5.0,42,0.0
1069,1069,2025-12-05,39.875,BN,27.6,22.4,74,1013.3,5.5,52,1.4
1070,1070,2025-12-06,59.416666666666664,BN,28.2,21.8,70,1012.9,4.8,30,0.0
1071,1071,2025-12-07,62.375,BN,28.3,20.7,65,1012.4,4.1,49,0.0
1072,1072,2025-12-08,57.0,BN,27.1,18.0,59,1013.0,7.3,65,0.0
1073,1073,2025-12-09,57.166666666666664,BN,25.9,16.7,58,1013.0,4.8,54,0.0
1074,1074,2025-12-10,61.583333333333336,BN,26.5,18.1,61,1012.4,5.1,27,0.0
1075,1075,2025-12-11,68.375,BN,25.3,20.7,76,1012.2,4.7,354,0.0
1076,1076,2025-12-12,58.833333333333336,BN,25.8,21.8,79,1011.5,6.2,353,1.4
1077,1077,2025-12-13,69.5,BN,27.1,22.5,77,1011.3,5.9,1,2.3
1078,1078,2025-12-14,63.5,BN,27.8,21.9,72,1011.9,6.4,15,0.0
1079,1079,2025-12-15,48.125,BN,27.8,20.8,67,1012.3,4.0,16,0.0
1080,1080,2025-12-16,52.833333333333336,BN,28.2,20.6,66,1011.8,3.3,14,0.0
1081,1081,2025-12-17,59.083333333333336,BN,28.4,21.1,66,1012.0,4.5,32,0.0
1082,1082,2025-12-18,52.0,BN,27.8,21.0,68,1012.1,4.2,29,0.0
1083,1083,2025-12-19,57.083333333333336,BN,27.8,20.4,67,1010.6,3.4,359,0.0
1084,1084,2025-12-20,86.41666666666667,BN,27.8,19.4,63,1010.0,3.3,10,0.0
1085,1085,2025-12-21,73.41666666666667,BN,27.2,17.0,56,1011.0,4.4,27,0.0
1086,1086,2025-12-22,61.458333333333336,BN,27.6,19.9,64,1010.2,4.1,31,0.0
1087,1087,2025-12-23,65.95833333333333,BN,29.0,21.3,65,1009.5,3.0,79,0.0
1088,1088,2025-12-24,80.91666666666667,BN,28.7,21.2,66,1009.3,2.6,8,0.0
1089,1089,2025-12-25,85.33333333333333,BN,28.9,20.2,62,1009.7,3.5,22,0.0
1090,1090,2025-12-26,55.541666666666664,BN,28.0,19.7,62,1010.7,6.1,74,0.0
1091,1091,2025-12-27,43.375,BN,27.7,20.3,65,1011.9,4.6,55,0.0
1092,1092,2025-12-28,45.916666666666664,BN,27.6,18.3,58,1012.4,4.8,37,0.0
1093,1093,2025-12-29,58.791666666666664,BN,27.7,18.8,60,1011.5,3.9,39,0.0
1094,1094,2025-12-30,75.08333333333333,BN,27.0,18.6,62,1010.5,3.5,123,0.0
1095,1095,2025-12-31,96.20833333333333,BN,27.1,19.6,66,1009.1,3.2,191,0.0
