,index,date,pm,location,temp,dew_point,humidity,pressure,wind_speed,wind_direction,precipitation
497,497,2024-05-12,67.91666666666667,DN,31.1,24.5,71,1009.3,4.3,142,0.2
498,498,2024-05-13,79.29166666666667,DN,31.5,25.1,71,1008.3,6.6,173,1.2
499,499,2024-05-14,76.95833333333333,DN,30.3,25.2,76,1008.8,5.3,29,0.8
500,500,2024-05-15,149.16666666666666,DN,32.5,23.6,62,1008.4,5.4,161,0.2
501,501,2024-05-16,79.29166666666667,DN,31.7,25.8,73,1008.2,7.8,144,0.9
502,502,2024-05-17,55.5,DN,31.5,25.6,73,1007.9,6.2,167,1.1
503,503,2024-05-18,52.041666666666664,DN,31.4,25.3,72,1006.3,5.2,177,1.7
504,504,2024-05-19,52.416666666666664,DN,31.4,25.8,74,1004.6,4.8,184,6.7
505,505,2024-05-20,53.25,DN,30.8,25.6,76,1004.7,4.7,194,6.3
506,506,2024-05-21,52.625,DN,29.9,25.9,81,1006.1,4.3,202,18.9
507,507,2024-05-22,55.083333333333336,DN,28.5,25.9,87,1006.8,4.6,181,5.5
508,508,2024-05-23,44.333333333333336,DN,28.1,26.2,90,1006.4,3.3,161,7.8
509,509,2024-05-24,30.125,DN,29.1,25.7,83,1006.3,5.3,170,0.2
510,510,2024-05-25,35.666666666666664,DN,29.4,25.9,82,1007.1,7.4,165,4.3
511,511,2024-05-26,42.416666666666664,DN,30.0,25.8,80,1007.7,6.7,168,2.0
512,512,2024-05-27,45.125,DN,31.1,24.9,73,1006.8,5.9,215,0.4
513,513,2024-05-28,45.041666666666664,DN,31.1,23.9,67,1006.6,5.3,218,0.2
514,514,2024-05-29,48.208333333333336,DN,31.0,24.4,69,1006.1,5.0,238,4.1
515,515,2024-05-30,38.291666666666664,DN,30.7,24.5,70,1005.9,5.2,234,2.5
516,516,2024-05-31,34.708333333333336,DN,29.7,25.7,80,1006.2,5.0,200,3.0
517,517,2024-06-01,28.833333333333332,DN,29.0,25.6,83,1008.5,5.1,196,10.4
518,518,2024-06-02,26.458333333333332,DN,30.4,23.3,67,1009.8,5.5,244,0.0
519,519,2024-06-03,50.041666666666664,DN,30.3,23.4,68,1008.9,6.0,240,0.1
520,520,2024-06-04,50.375,DN,30.3,24.6,72,1008.0,4.6,238,3.5
521,521,2024-06-05,46.791666666666664,DN,30.0,23.8,70,1008.3,6.5,245,0.3
522,522,2024-06-06,30.125,DN,29.9,24.2,72,1008.8,4.8,207,5.6
523,523,2024-06-07,27.125,DN,30.0,23.6,69,1007.6,6.5,228,0.7
524,524,2024-06-08,22.416666666666668,DN,30.0,23.1,68,1006.2,7.0,238,0.4
525,525,2024-06-09,17.083333333333332,DN,29.3,23.3,71,1005.6,7.0,239,0.2
526,526,2024-06-10,15.208333333333334,DN,27.5,23.6,79,1006.9,5.2,210,11.4
527,527,2024-06-11,13.916666666666666,DN,29.4,23.2,70,1008.2,7.4,222,0.0
528,528,2024-06-12,17.5,DN,29.5,23.9,73,1009.6,5.6,228,0.0
529,529,2024-06-13,30.041666666666668,DN,30.4,23.8,69,1008.5,6.3,243,0.2
530,530,2024-06-14,30.25,DN,30.6,24.1,69,1006.5,5.6,237,3.7
531,531,2024-06-15,31.541666666666668,DN,31.0,23.8,67,1005.7,5.6,227,0.9
532,532,2024-06-16,34.75,DN,30.9,23.6,67,1006.4,5.1,248,1.0
533,533,2024-06-17,48.041666666666664,DN,29.8,24.6,75,1007.0,4.9,222,3.7
534,534,2024-06-18,41.333333333333336,DN,30.1,24.0,71,1006.5,4.4,210,7.3
535,535,2024-06-19,46.416666666666664,DN,30.1,23.9,70,1005.8,5.2,219,1.3
536,536,2024-06-20,23.833333333333332,DN,30.4,23.2,67,1005.5,6.2,247,1.0
537,537,2024-06-21,16.5,DN,29.8,24.0,72,1004.7,5.9,233,4.1
538,538,2024-06-22,13.875,DN,30.0,22.9,67,1004.0,7.0,237,0.4
539,539,2024-06-23,11.666666666666666,DN,29.1,22.5,68,1005.0,7.9,238,0.1
540,540,2024-06-24,14.375,DN,28.5,22.6,72,1005.2,6.7,229,0.4
541,541,2024-06-25,13.208333333333334,DN,28.9,22.5,69,1005.1,6.8,228,0.3
542,542,2024-06-26,16.541666666666668,DN,28.2,23.9,78,1006.6,5.3,205,4.7
543,543,2024-06-27,31.25,DN,29.2,24.1,75,1008.1,3.5,198,4.0
544,544,2024-06-28,55.291666666666664,DN,29.9,24.7,76,1007.6,4.9,197,5.0
545,545,2024-06-29,49.625,DN,28.8,25.8,84,1007.9,4.7,170,5.3
546,546,2024-06-30,40.416666666666664,DN,29.4,24.4,76,1008.9,4.3,213,1.5
547,547,2024-07-01,43.125,DN,29.0,24.4,78,1008.1,4.8,236,0.5
548,548,2024-07-02,42.458333333333336,DN,29.9,23.7,71,1006.3,5.9,260,1.5
549,549,2024-07-03,56.375,DN,30.0,24.2,73,1007.2,4.5,189,7.9
550,550,2024-07-04,56.75,DN,28.1,25.1,84,1009.0,4.7,170,1.1
551,551,2024-07-05,45.083333333333336,DN,28.1,25.1,85,1007.2,4.2,195,7.4
552,552,2024-07-06,44.0,DN,28.7,24.3,78,1005.7,5.0,216,1.4
553,553,2024-07-07,52.666666666666664,DN,29.6,23.8,72,1005.7,4.9,203,0.6
554,554,2024-07-08,50.833333333333336,DN,29.2,25.4,81,1006.1,5.0,165,6.8
555,555,2024-07-09,53.125,DN,29.3,25.0,79,1007.5,4.2,229,12.8
556,556,2024-07-10,56.583333333333336,DN,29.1,25.3,81,1008.3,5.0,194,17.1
557,557,2024-07-11,47.708333333333336,DN,28.9,24.1,76,1007.5,5.9,231,2.5
558,558,2024-07-12,27.541666666666668,DN,28.5,23.0,73,1006.1,6.3,230,0.5
559,559,2024-07-13,24.375,DN,28.4,23.4,75,1004.9,6.2,245,2.9
560,560,2024-07-14,19.708333333333332,DN,28.6,22.6,71,1005.1,6.8,238,0.3
561,561,2024-07-15,26.666666666666668,DN,28.3,23.9,77,1005.5,4.5,251,3.8
562,562,2024-07-16,33.458333333333336,DN,27.8,23.5,77,1005.1,4.7,249,0.2
563,563,2024-07-17,27.416666666666668,DN,28.0,23.1,75,1004.5,5.2,255,0.6
564,564,2024-07-18,22.125,DN,28.2,23.7,77,1005.7,5.2,238,0.3
565,565,2024-07-19,22.416666666666668,DN,28.1,24.1,79,1005.8,6.2,219,0.7
566,566,2024-07-20,22.083333333333332,DN,28.7,24.4,78,1006.9,5.6,220,1.1
567,567,2024-07-21,26.416666666666668,DN,29.1,24.7,78,1007.1,4.1,201,9.8
568,568,2024-07-22,49.666666666666664,DN,29.2,23.8,74,1007.6,6.5,257,0.0
569,569,2024-07-23,36.5,DN,28.9,23.6,74,1006.9,6.9,243,1.4
570,570,2024-07-24,19.333333333333332,DN,27.8,23.8,80,1004.7,7.2,230,0.0
571,571,2024-07-25,14.5,DN,27.4,24.6,85,1003.6,6.5,233,0.7
572,572,2024-07-26,14.5,DN,27.7,26.0,91,1004.5,4.3,214,2.9
573,573,2024-07-27,20.083333333333332,DN,28.4,26.4,89,1006.1,3.8,188,6.2
574,574,2024-07-28,23.916666666666668,DN,28.2,25.2,84,1005.9,5.1,213,0.4
575,575,2024-07-29,20.541666666666668,DN,27.9,24.5,83,1006.1,5.0,216,0.0
576,576,2024-07-30,18.75,DN,28.2,24.6,82,1007.2,5.0,209,0.4
577,577,2024-07-31,34.666666666666664,DN,28.6,24.9,81,1008.5,5.0,194,4.4
578,578,2024-08-01,27.666666666666668,DN,28.4,25.5,85,1009.1,4.3,177,5.8
579,579,2024-08-02,40.125,DN,28.7,24.9,81,1008.8,3.2,197,2.3
580,580,2024-08-03,47.958333333333336,DN,28.4,25.5,85,1008.9,3.4,185,20.2
581,581,2024-08-04,51.0,DN,28.0,25.2,86,1009.3,4.4,189,6.7
582,582,2024-08-05,46.041666666666664,DN,28.1,25.0,85,1008.3,4.4,211,6.0
583,583,2024-08-06,49.875,DN,29.2,24.3,76,1007.2,5.5,237,0.0
584,584,2024-08-07,43.083333333333336,DN,28.4,24.7,81,1008.0,4.2,213,9.1
585,585,2024-08-08,46.541666666666664,DN,29.0,25.1,81,1008.7,3.6,240,0.4
586,586,2024-08-09,52.708333333333336,DN,29.9,24.7,75,1008.1,5.7,243,1.2
587,587,2024-08-10,41.458333333333336,DN,30.3,24.7,74,1006.6,6.2,240,4.3
588,588,2024-08-11,36.541666666666664,DN,30.4,24.5,72,1005.0,6.8,256,1.1
589,589,2024-08-12,41.208333333333336,DN,29.7,24.8,76,1005.2,5.4,232,4.0
590,590,2024-08-13,40.625,DN,29.2,24.7,78,1006.7,4.9,198,3.9
591,591,2024-08-14,50.5,DN,29.3,24.7,78,1007.0,4.8,213,4.3
592,592,2024-08-15,43.833333333333336,DN,29.9,25.3,78,1006.2,4.1,220,9.6
593,593,2024-08-16,42.25,DN,29.7,25.4,79,1005.8,4.7,222,9.1
594,594,2024-08-17,37.333333333333336,DN,29.7,25.0,77,1007.2,3.9,201,0.5
595,595,2024-08-18,41.916666666666664,DN,30.1,24.9,75,1007.7,4.2,215,11.4
596,596,2024-08-19,46.625,DN,30.1,24.8,75,1007.3,4.6,231,12.3
597,597,2024-08-20,39.125,DN,29.4,25.2,79,1008.3,3.8,225,6.7
598,598,2024-08-21,49.041666666666664,DN,29.2,24.9,79,1009.0,4.4,253,0.1
599,599,2024-08-22,49.166666666666664,DN,30.0,24.7,75,1008.7,5.0,203,2.5
600,600,2024-08-23,54.791666666666664,DN,30.1,24.2,73,1009.3,5.0,210,0.4
601,601,2024-08-24,52.291666666666664,DN,29.5,25.4,80,1009.2,4.7,269,17.5
602,602,2024-08-25,43.875,DN,29.3,24.7,78,1008.4,5.4,274,0.4
603,603,2024-08-26,48.375,DN,29.4,23.9,74,1007.3,4.8,257,2.6
604,604,2024-08-27,44.5,DN,29.5,24.3,75,1007.3,5.7,197,7.1
605,605,2024-08-28,50.333333333333336,DN,28.5,25.2,83,1007.0,4.9,187,6.5
606,606,2024-08-29,31.875,DN,28.3,23.4,76,1007.4,6.6,230,1.9
607,607,2024-08-30,21.041666666666668,DN,28.6,22.8,72,1008.2,6.4,248,0.2
608,608,2024-08-31,28.125,DN,28.9,23.3,73,1007.9,6.1,263,0.8
609,609,2024-09-01,26.916666666666668,DN,29.1,23.7,74,1006.5,6.3,274,7.9
610,610,2024-09-02,31.416666666666668,DN,28.4,25.0,82,1006.4,4.2,258,9.2
611,611,2024-09-03,42.75,DN,27.8,25.7,89,1007.4,4.4,207,16.7
612,612,2024-09-04,28.666666666666668,DN,28.2,23.8,78,1006.3,7.0,236,0.2
613,613,2024-09-05,19.083333333333332,DN,28.5,23.4,74,1005.2,5.6,254,0.1
614,614,2024-09-06,25.041666666666668,DN,28.9,23.3,73,1005.1,6.6,266,0.1
615,615,2024-09-07,28.0,DN,29.3,23.7,73,1006.1,7.0,241,0.5
616,616,2024-09-08,19.833333333333332,DN,28.9,24.4,77,1007.3,6.6,231,2.1
617,617,2024-09-09,20.791666666666668,DN,29.1,24.1,76,1006.5,6.8,237,0.1
618,618,2024-09-10,30.583333333333332,DN,28.8,24.6,79,1006.1,5.7,228,3.5
619,619,2024-09-11,40.583333333333336,DN,28.7,24.5,79,1007.5,4.5,213,4.6
620,620,2024-09-12,47.333333333333336,DN,28.4,24.8,82,1007.9,3.9,201,15.0
621,621,2024-09-13,49.791666666666664,DN,28.2,25.5,86,1006.6,4.2,215,8.1
622,622,2024-09-14,41.041666666666664,DN,28.8,24.5,79,1005.2,4.8,233,0.6
623,623,2024-09-15,30.25,DN,28.6,24.2,78,1004.7,5.2,262,2.2
624,624,2024-09-16,40.125,DN,29.0,23.6,74,1004.5,5.5,277,2.2
625,625,2024-09-17,47.875,DN,29.4,24.2,75,1003.7,6.5,298,2.8
626,626,2024-09-18,46.666666666666664,DN,28.2,24.9,83,1002.9,5.2,305,27.6
627,627,2024-09-19,50.541666666666664,DN,28.2,25.2,85,1002.7,5.1,293,2.6
628,628,2024-09-20,54.375,DN,28.6,24.3,78,1002.6,5.7,250,1.1
629,629,2024-09-21,33.625,DN,28.4,25.0,82,1003.8,4.2,220,4.3
630,630,2024-09-22,33.625,DN,28.5,24.3,79,1005.3,5.4,213,2.0
631,631,2024-09-23,29.958333333333332,DN,28.4,24.6,81,1007.7,4.1,175,5.9
632,632,2024-09-24,46.583333333333336,DN,28.0,25.4,87,1009.3,3.2,153,10.2
633,633,2024-09-25,58.958333333333336,DN,27.6,25.0,86,1010.0,3.4,131,0.8
634,634,2024-09-26,131.625,DN,28.4,25.2,84,1009.8,3.6,115,10.4
635,635,2024-09-27,169.375,DN,28.5,25.8,86,1009.7,3.9,89,17.5
636,636,2024-09-28,147.33333333333334,DN,29.4,25.6,81,1008.9,5.7,139,5.0
637,637,2024-09-29,60.875,DN,29.8,25.4,79,1008.3,3.7,197,3.6
638,638,2024-09-30,60.0,DN,30.0,25.0,76,1006.7,6.4,247,2.8
639,639,2024-10-01,44.541666666666664,DN,29.3,25.0,79,1006.3,6.0,178,6.6
640,640,2024-10-02,45.041666666666664,DN,28.7,25.4,83,1008.1,4.0,159,13.2
641,641,2024-10-03,56.458333333333336,DN,27.7,25.4,87,1009.6,4.6,104,22.2
642,642,2024-10-04,59.75,DN,27.5,25.0,87,1010.6,5.1,43,14.3
643,643,2024-10-05,84.95833333333333,DN,27.9,24.6,83,1010.0,5.0,4,6.2
644,644,2024-10-06,124.125,DN,28.2,24.2,80,1010.5,4.4,126,3.6
645,645,2024-10-07,152.70833333333334,DN,28.6,24.6,80,1011.3,4.3,5,1.1
646,646,2024-10-08,133.25,DN,28.7,25.2,82,1010.7,4.4,328,5.4
647,647,2024-10-09,92.41666666666667,DN,27.3,25.0,88,1010.3,3.4,292,15.1
648,648,2024-10-10,124.5,DN,27.7,25.3,87,1009.3,3.6,313,13.5
649,649,2024-10-11,143.70833333333334,DN,28.0,25.3,86,1009.4,3.4,17,10.1
650,650,2024-10-12,152.375,DN,28.2,25.6,86,1009.8,3.3,310,21.6
651,651,2024-10-13,149.83333333333334,DN,27.7,24.9,85,1010.0,5.8,356,11.8
652,652,2024-10-14,122.54166666666667,DN,28.5,25.3,84,1009.4,3.2,129,1.4
653,653,2024-10-15,128.58333333333334,DN,29.2,25.7,82,1009.2,3.6,151,2.0
654,654,2024-10-16,131.33333333333334,DN,28.7,25.8,85,1009.7,4.1,125,4.0
655,655,2024-10-17,163.79166666666666,DN,28.8,25.1,82,1009.6,3.6,132,1.9
656,656,2024-10-18,155.04166666666666,DN,28.0,24.5,82,1009.3,4.3,29,14.9
657,657,2024-10-19,79.20833333333333,DN,27.0,24.9,88,1009.9,4.2,52,30.4
658,658,2024-10-20,86.08333333333333,DN,26.7,25.1,91,1010.8,5.6,105,14.6
659,659,2024-10-21,65.91666666666667,DN,27.9,24.9,85,1010.6,3.1,277,5.3
660,660,2024-10-22,88.33333333333333,DN,28.1,24.8,83,1010.1,5.2,354,11.1
661,661,2024-10-23,74.625,DN,27.4,24.6,85,1010.8,5.6,325,13.5
662,662,2024-10-24,85.20833333333333,DN,28.2,24.4,81,1010.2,4.0,290,0.9
663,663,2024-10-25,79.04166666666667,DN,29.0,24.0,76,1008.6,6.0,294,0.0
664,664,2024-10-26,56.791666666666664,DN,29.7,24.1,73,1006.4,6.8,293,0.0
665,665,2024-10-27,40.166666666666664,DN,30.1,24.1,71,1004.4,7.7,293,1.0
666,666,2024-10-28,39.5,DN,28.1,24.6,82,1005.5,6.1,18,9.2
667,667,2024-10-29,63.333333333333336,DN,28.4,24.4,80,1007.5,4.5,196,1.4
668,668,2024-10-30,96.33333333333333,DN,28.4,24.8,82,1009.2,4.3,72,1.8
669,669,2024-10-31,69.125,DN,28.7,23.7,76,1009.2,5.2,319,0.6
670,670,2024-11-01,56.708333333333336,DN,29.3,24.2,76,1008.9,5.2,336,0.2
671,671,2024-11-02,64.125,DN,28.0,25.0,84,1010.2,4.0,350,13.7
672,672,2024-11-03,98.25,DN,27.9,22.0,72,1010.8,5.2,14,0.0
673,673,2024-11-04,86.70833333333333,DN,27.8,22.7,75,1010.6,5.2,18,2.3
674,674,2024-11-05,79.20833333333333,DN,27.2,24.2,84,1011.4,3.9,358,11.3
675,675,2024-11-06,68.875,DN,25.8,23.8,89,1012.5,6.2,323,13.5
676,676,2024-11-07,79.625,DN,26.2,23.8,87,1012.2,4.9,320,8.4
677,677,2024-11-08,102.79166666666667,DN,26.8,23.8,84,1012.0,4.7,320,5.5
678,678,2024-11-09,112.33333333333333,DN,27.7,23.5,79,1011.3,4.9,353,0.0
679,679,2024-11-10,81.04166666666667,DN,27.8,22.8,76,1011.2,4.8,2,0.0
680,680,2024-11-11,87.45833333333333,DN,27.7,22.6,75,1010.5,4.6,345,0.0
681,681,2024-11-12,74.54166666666667,DN,28.1,23.2,76,1009.8,4.8,348,0.0
682,682,2024-11-13,91.29166666666667,DN,28.6,23.5,76,1008.5,4.2,335,0.0
683,683,2024-11-14,103.125,DN,29.0,24.3,77,1008.7,5.0,60,0.1
684,684,2024-11-15,100.58333333333333,DN,27.7,25.3,87,1009.1,3.5,143,12.2
685,685,2024-11-16,72.45833333333333,DN,28.6,25.0,82,1008.6,3.8,158,0.0
686,686,2024-11-17,61.916666666666664,DN,28.2,25.2,84,1008.9,4.5,64,15.8
687,687,2024-11-18,78.25,DN,27.5,23.4,80,1010.1,6.4,360,5.2
688,688,2024-11-19,79.875,DN,27.8,23.0,77,1010.7,5.2,19,0.0
689,689,2024-11-20,65.75,DN,27.9,23.2,77,1010.3,5.3,11,0.1
690,690,2024-11-21,67.91666666666667,DN,27.8,23.0,76,1010.0,5.0,358,0.0
691,691,2024-11-22,61.75,DN,27.7,23.1,77,1010.3,4.5,9,0.1
692,692,2024-11-23,63.208333333333336,DN,27.8,22.9,76,1010.9,5.0,18,0.0
693,693,2024-11-24,65.125,DN,27.6,23.4,79,1010.9,4.1,20,0.0
694,694,2024-11-25,70.5,DN,28.1,23.6,78,1010.1,5.2,21,0.6
695,695,2024-11-26,66.70833333333333,DN,28.3,23.7,78,1009.9,4.9,5,0.1
696,696,2024-11-27,66.125,DN,28.1,23.6,78,1010.1,5.6,50,0.2
697,697,2024-11-28,63.416666666666664,DN,27.4,21.7,73,1011.7,6.7,26,0.1
698,698,2024-11-29,57.291666666666664,DN,25.2,18.8,69,1012.8,7.1,8,0.0
699,699,2024-11-30,61.166666666666664,DN,24.4,18.6,72,1011.4,5.5,360,0.0
700,700,2024-12-01,68.66666666666667,DN,25.4,19.3,71,1009.8,5.0,353,0.0
701,701,2024-12-02,87.125,DN,26.2,20.9,75,1009.1,3.4,321,0.0
702,702,2024-12-03,90.33333333333333,DN,27.2,21.4,73,1009.5,4.9,9,0.0
703,703,2024-12-04,85.625,DN,27.7,22.1,74,1009.3,5.3,19,0.0
704,704,2024-12-05,81.25,DN,27.8,23.2,77,1009.3,4.0,359,0.0
705,705,2024-12-06,83.79166666666667,DN,27.3,22.2,76,1009.0,3.6,358,0.0
706,706,2024-12-07,89.20833333333333,DN,27.8,22.7,75,1009.5,4.6,22,0.0
707,707,2024-12-08,83.125,DN,27.6,23.3,79,1010.3,4.6,13,0.0
708,708,2024-12-09,67.875,DN,26.6,22.1,78,1010.5,6.0,347,0.0
709,709,2024-12-10,75.04166666666667,DN,26.6,21.6,76,1009.4,4.9,344,0.0
710,710,2024-12-11,75.29166666666667,DN,27.5,21.7,72,1008.7,6.4,4,0.0
711,711,2024-12-12,62.791666666666664,DN,27.4,22.6,76,1008.4,4.9,3,0.1
712,712,2024-12-13,64.95833333333333,DN,26.5,23.2,82,1009.8,6.1,357,0.9
713,713,2024-12-14,55.083333333333336,DN,25.6,21.5,79,1011.7,5.7,355,0.0
714,714,2024-12-15,57.75,DN,25.3,17.9,64,1013.6,8.6,17,0.0
715,715,2024-12-16,46.208333333333336,DN,25.0,17.2,63,1014.2,6.6,12,0.0
716,716,2024-12-17,61.208333333333336,DN,25.5,18.0,65,1013.0,7.7,5,0.0
717,717,2024-12-18,63.291666666666664,DN,25.8,19.4,69,1012.4,6.1,14,0.0
718,718,2024-12-19,69.16666666666667,DN,25.2,18.4,68,1012.9,5.8,7,0.0
719,719,2024-12-20,76.20833333333333,DN,23.5,17.1,69,1012.5,5.5,2,0.0
720,720,2024-12-21,86.83333333333333,DN,23.5,17.9,73,1012.4,4.5,8,0.0
721,721,2024-12-22,71.83333333333333,DN,22.9,16.8,70,1012.6,6.3,12,0.0
722,722,2024-12-23,75.16666666666667,DN,22.9,16.0,67,1012.2,6.7,7,0.0
723,723,2024-12-24,80.33333333333333,DN,24.6,18.2,69,1012.4,7.0,5,0.0
724,724,2024-12-25,76.91666666666667,DN,25.2,18.2,67,1013.2,8.1,7,0.0
725,725,2024-12-26,77.25,DN,25.4,19.2,70,1013.9,6.4,2,0.0
726,726,2024-12-27,73.83333333333333,DN,27.4,21.1,70,1013.5,5.3,22,0.0
727,727,2024-12-28,63.458333333333336,DN,27.2,21.3,71,1013.9,5.6,20,0.0
728,728,2024-12-29,61.25,DN,25.9,19.1,67,1014.1,5.2,12,0.0
729,729,2024-12-30,77.125,DN,25.6,19.4,70,1013.5,3.6,7,0.0
730,730,2024-12-31,79.0,DN,24.7,18.0,69,1013.1,5.7,10,0.0
731,731,2025-01-01,69.0,DN,24.7,18.3,69,1011.7,4.8,5,0.0
732,732,2025-01-02,74.79166666666667,DN,24.7,17.9,69,1011.6,5.4,8,0.0
733,733,2025-01-03,71.16666666666667,DN,24.3,18.0,70,1012.0,6.7,8,0.0
734,734,2025-01-04,71.5,DN,25.0,18.4,68,1011.7,4.9,2,0.0
735,735,2025-01-05,76.25,DN,24.0,16.7,66,1013.4,6.9,9,0.0
736,736,2025-01-06,80.79166666666667,DN,23.3,15.9,65,1012.9,5.0,6,0.0
737,737,2025-01-07,97.625,DN,23.8,16.9,68,1012.2,3.9,17,0.0
738,738,2025-01-08,120.58333333333333,DN,25.1,17.9,66,1011.7,5.1,98,0.0
739,739,2025-01-09,119.45833333333333,DN,26.2,18.9,66,1012.6,4.8,75,0.0
740,740,2025-01-10,83.75,DN,25.6,19.4,70,1015.0,6.2,19,0.0
741,741,2025-01-11,69.25,DN,23.6,16.7,66,1016.6,7.7,13,0.0
742,742,2025-01-12,68.5,DN,21.2,12.6,59,1017.6,9.4,8,0.0
743,743,2025-01-13,76.875,DN,20.8,12.7,62,1015.2,6.7,0,0.0
744,744,2025-01-14,79.25,DN,21.8,14.6,66,1014.7,6.0,358,0.0
745,745,2025-01-15,82.70833333333333,DN,24.0,16.6,65,1014.2,7.9,2,0.0
746,746,2025-01-16,65.58333333333333,DN,25.5,17.8,63,1014.2,7.3,6,0.0
747,747,2025-01-17,62.208333333333336,DN,24.6,17.4,66,1013.6,5.8,7,0.0
748,748,2025-01-18,84.41666666666667,DN,23.7,17.3,70,1012.4,5.1,14,0.0
749,749,2025-01-19,103.875,DN,23.8,17.3,70,1011.3,4.2,350,0.0
750,750,2025-01-20,107.54166666666667,DN,23.6,17.8,73,1010.4,3.7,8,0.0
751,751,2025-01-21,139.5,DN,24.2,16.6,65,1010.6,5.1,104,0.0
752,752,2025-01-22,151.16666666666666,DN,24.0,15.3,59,1010.8,4.5,172,0.0
753,753,2025-01-23,153.16666666666666,DN,24.0,16.7,65,1011.0,3.6,170,0.0
754,754,2025-01-24,154.41666666666666,DN,24.5,17.7,68,1009.7,4.6,169,0.0
755,755,2025-01-25,139.16666666666666,DN,26.4,19.6,68,1009.2,4.8,150,0.0
756,756,2025-01-26,83.58333333333333,DN,26.5,21.1,75,1009.4,5.0,141,0.0
757,757,2025-01-27,79.20833333333333,DN,25.2,19.7,73,1011.0,6.9,41,0.4
758,758,2025-01-28,75.125,DN,23.7,17.0,67,1014.0,7.1,7,0.0
759,759,2025-01-29,93.83333333333333,DN,23.7,17.0,67,1015.3,6.1,13,0.0
760,760,2025-01-30,128.95833333333334,DN,24.1,16.8,67,1012.5,6.0,100,0.0
761,761,2025-01-31,136.70833333333334,DN,24.9,16.5,62,1010.9,5.1,157,0.0
762,762,2025-02-01,137.16666666666666,DN,26.1,17.4,60,1009.4,4.2,150,0.0
763,763,2025-02-02,114.33333333333333,DN,26.6,19.5,66,1008.7,5.2,154,0.0
764,764,2025-02-03,93.79166666666667,DN,26.9,21.2,72,1009.0,4.5,148,0.0
765,765,2025-02-04,101.08333333333333,DN,27.4,22.7,78,1010.8,8.5,135,0.4
766,766,2025-02-05,128.04166666666666,DN,26.7,21.1,74,1010.5,5.5,133,0.0
767,767,2025-02-06,102.83333333333333,DN,26.9,22.1,77,1009.6,6.3,144,0.3
768,768,2025-02-07,85.08333333333333,DN,27.2,21.9,75,1010.5,5.7,147,0.0
769,769,2025-02-08,99.5,DN,27.5,20.7,69,1011.1,6.5,105,0.0
770,770,2025-02-09,82.83333333333333,DN,26.0,18.3,64,1012.3,6.1,33,0.0
771,771,2025-02-10,76.70833333333333,DN,25.4,18.3,67,1012.6,4.9,16,0.0
772,772,2025-02-11,100.95833333333333,DN,26.2,17.9,64,1012.1,4.6,109,0.0
773,773,2025-02-12,104.5,DN,26.6,17.9,61,1011.3,4.0,129,0.0
774,774,2025-02-13,109.95833333333333,DN,27.2,18.9,63,1010.7,4.3,150,0.0
775,775,2025-02-14,96.25,DN,27.0,21.2,73,1010.1,5.6,154,0.0
776,776,2025-02-15,95.0,DN,28.0,21.5,71,1009.1,4.8,158,0.0
777,777,2025-02-16,88.0,DN,27.7,20.7,68,1009.6,6.1,171,0.0
778,778,2025-02-17,71.91666666666667,DN,27.7,23.5,80,1011.3,7.8,154,0.0
779,779,2025-02-18,62.625,DN,27.9,23.8,80,1011.8,7.4,146,0.2
780,780,2025-02-19,69.83333333333333,DN,28.2,23.7,78,1011.6,5.0,130,0.4
781,781,2025-02-20,111.41666666666667,DN,28.3,23.3,76,1011.6,5.4,68,4.2
782,782,2025-02-21,155.54166666666666,DN,28.4,23.8,77,1012.2,5.5,118,0.9
783,783,2025-02-22,148.0,DN,28.7,23.8,77,1012.4,5.6,74,1.8
784,784,2025-02-23,152.45833333333334,DN,28.7,23.6,75,1013.0,5.2,82,12.4
785,785,2025-02-24,112.125,DN,25.9,23.1,85,1015.3,6.6,32,25.7
786,786,2025-02-25,62.916666666666664,DN,24.6,20.8,80,1016.8,8.2,349,0.0
787,787,2025-02-26,66.20833333333333,DN,26.1,21.2,76,1015.6,7.9,354,0.0
788,788,2025-02-27,74.75,DN,28.2,22.0,70,1012.5,5.2,28,0.2
789,789,2025-02-28,109.04166666666667,DN,29.0,22.5,69,1011.2,5.7,149,0.0
790,790,2025-03-01,87.70833333333333,DN,28.8,23.9,77,1009.9,7.0,158,0.0
791,791,2025-03-02,75.83333333333333,DN,28.9,24.4,78,1008.3,6.8,153,0.0
792,792,2025-03-03,67.83333333333333,DN,29.3,24.2,76,1008.1,8.6,156,0.0
793,793,2025-03-04,68.79166666666667,DN,29.0,24.2,77,1007.8,9.9,158,0.0
794,794,2025-03-05,65.70833333333333,DN,29.3,24.0,75,1007.2,7.9,157,0.0
795,795,2025-03-06,63.5,DN,29.0,24.4,78,1008.3,8.8,152,0.0
796,796,2025-03-07,56.166666666666664,DN,28.8,24.4,79,1008.8,7.8,138,0.3
797,797,2025-03-08,76.04166666666667,DN,26.7,23.4,83,1011.0,6.0,51,13.6
798,798,2025-03-09,93.5,DN,27.8,21.3,70,1012.2,6.3,42,0.0
799,799,2025-03-10,125.08333333333333,DN,29.3,22.2,68,1011.7,5.4,63,0.0
800,800,2025-03-11,125.125,DN,30.3,22.7,65,1010.4,5.0,133,0.1
801,801,2025-03-12,87.95833333333333,DN,29.9,23.9,72,1008.8,6.8,162,0.0
