Unnamed: 0,index,date,pm,location,temp,dew_point,humidity,pressure,wind_speed,wind_direction,precipitation
0,0,2023-01-01,104.875,DN,23.5,16.9,68,1015.4,7.1,1,0.0
0,0,2023-01-01,79.625,BN,23.7,16.1,65,1015.3,6.7,45,0.0
0,0,2023-01-01,79.375,KPS,22.9,16.1,68,1015.6,7.2,19,0.0
1,1,2023-01-02,90.58333333333331,DN,24.0,17.4,69,1015.7,6.4,9,0.0
1,1,2023-01-02,89.5,BN,24.2,17.9,69,1015.6,5.3,40,0.0
1,1,2023-01-02,75.20833333333333,KPS,23.6,17.1,69,1015.8,6.3,24,0.0
2,2,2023-01-03,115.95833333333331,DN,25.0,19.1,71,1015.1,5.9,355,0.0
2,2,2023-01-03,110.5,BN,25.6,18.9,68,1014.7,6.1,31,0.0
2,2,2023-01-03,89.16666666666667,KPS,24.9,18.6,68,1015.2,6.5,14,0.0
3,3,2023-01-04,83.875,DN,26.7,18.8,63,1014.3,7.3,8,0.0
3,3,2023-01-04,97.16666666666669,BN,26.5,19.1,65,1014.1,5.9,45,0.0
3,3,2023-01-04,68.75,KPS,26.4,18.5,63,1014.5,7.8,21,0.0
4,4,2023-01-05,84.125,DN,26.0,19.2,68,1013.9,6.6,13,0.0
4,4,2023-01-05,95.58333333333331,BN,26.1,19.0,66,1013.7,6.3,43,0.0
4,4,2023-01-05,67.125,KPS,25.7,18.8,68,1014.0,8.0,25,0.0
5,5,2023-01-06,77.83333333333333,BN,26.0,18.1,63,1014.3,9.5,56,0.0
5,5,2023-01-06,59.79166666666666,KPS,25.4,18.0,65,1014.6,9.4,34,0.0
5,5,2023-01-06,80.04166666666667,DN,25.6,18.9,68,1014.3,6.6,22,0.0
6,6,2023-01-07,57.5,KPS,24.5,16.0,60,1014.2,8.1,35,0.0
6,6,2023-01-07,71.125,DN,24.6,16.9,64,1014.0,5.7,11,0.0
6,6,2023-01-07,59.125,BN,24.2,15.8,60,1014.0,7.3,54,0.0
7,7,2023-01-08,100.375,KPS,25.3,16.9,61,1013.0,6.1,28,0.0
7,7,2023-01-08,125.33333333333331,DN,25.4,17.6,64,1012.9,5.3,10,0.0
7,7,2023-01-08,118.29166666666669,BN,25.2,17.2,62,1012.9,5.2,39,0.0
8,8,2023-01-09,82.25,KPS,26.5,18.3,62,1013.0,6.2,13,0.0
8,8,2023-01-09,97.08333333333331,DN,26.5,18.8,64,1012.9,5.3,3,0.0
8,8,2023-01-09,155.66666666666666,BN,27.1,18.5,61,1012.6,4.9,19,0.0
9,9,2023-01-10,80.91666666666667,KPS,27.2,20.6,68,1011.5,4.8,44,0.0
9,9,2023-01-10,155.79166666666666,BN,27.2,21.0,69,1011.6,6.2,71,0.0
9,9,2023-01-10,94.70833333333331,DN,27.1,20.6,69,1011.5,4.4,40,0.1
10,10,2023-01-11,102.625,BN,25.5,22.4,84,1010.9,6.3,78,2.6
10,10,2023-01-11,124.41666666666669,KPS,25.7,22.4,83,1011.0,4.4,73,1.4
10,10,2023-01-11,151.29166666666666,DN,26.0,22.4,81,1010.9,4.8,64,0.7
11,11,2023-01-12,60.5,BN,26.1,22.5,82,1010.3,4.3,127,0.2
11,11,2023-01-12,130.79166666666666,KPS,26.6,21.7,77,1010.2,3.7,90,0.1
11,11,2023-01-12,151.83333333333334,DN,26.6,22.3,80,1010.2,4.8,104,0.1
12,12,2023-01-13,100.79166666666669,BN,27.2,23.4,82,1010.8,5.0,184,0.0
12,12,2023-01-13,148.16666666666666,KPS,27.5,22.3,76,1010.6,3.8,171,0.0
12,12,2023-01-13,131.58333333333334,DN,27.3,23.1,79,1010.7,6.2,155,0.0
13,13,2023-01-14,107.04166666666669,BN,27.3,23.7,82,1009.5,5.9,197,0.0
13,13,2023-01-14,90.79166666666669,KPS,27.6,20.9,71,1009.3,5.5,228,0.0
13,13,2023-01-14,78.58333333333333,DN,27.8,22.2,74,1009.3,4.7,185,0.0
14,14,2023-01-15,78.91666666666667,KPS,26.3,19.3,69,1008.6,5.0,260,0.0
14,14,2023-01-15,80.25,DN,27.0,19.0,67,1008.7,5.6,295,0.0
14,14,2023-01-15,149.45833333333334,BN,27.4,20.9,72,1008.6,4.6,221,0.0
15,15,2023-01-16,92.54166666666669,DN,26.2,19.2,68,1010.6,5.8,163,0.0
15,15,2023-01-16,175.16666666666666,BN,27.0,21.8,76,1010.6,5.1,199,0.0
15,15,2023-01-16,96.45833333333331,KPS,25.7,18.5,68,1010.5,5.2,186,0.0
16,16,2023-01-17,107.16666666666669,DN,26.4,19.5,68,1011.9,4.6,137,0.0
16,16,2023-01-17,142.04166666666666,BN,27.2,20.6,70,1011.9,5.7,91,0.0
16,16,2023-01-17,133.33333333333334,KPS,26.1,19.8,72,1011.9,3.6,113,0.0
17,17,2023-01-18,154.875,DN,26.6,20.2,72,1013.6,5.8,56,0.0
17,17,2023-01-18,94.875,BN,26.5,18.9,65,1013.7,7.8,69,0.0
17,17,2023-01-18,159.41666666666666,KPS,26.1,19.5,70,1013.7,5.8,57,0.0
18,18,2023-01-19,71.83333333333333,BN,26.0,17.1,61,1013.3,7.5,65,0.0
18,18,2023-01-19,103.58333333333331,KPS,25.1,17.2,64,1013.5,6.2,24,0.0
18,18,2023-01-19,130.125,DN,26.1,18.6,66,1013.4,5.5,21,0.0
19,19,2023-01-20,86.16666666666667,KPS,25.0,17.2,64,1013.2,6.7,22,0.0
19,19,2023-01-20,121.66666666666669,DN,25.3,17.9,66,1013.1,5.9,7,0.0
19,19,2023-01-20,69.83333333333333,BN,25.6,17.2,62,1012.9,6.1,52,0.0
20,20,2023-01-21,82.95833333333333,KPS,24.8,17.1,65,1012.2,6.3,13,0.0
20,20,2023-01-21,107.875,DN,25.3,17.4,64,1012.0,6.5,4,0.0
20,20,2023-01-21,91.79166666666669,BN,25.8,17.1,61,1011.9,6.2,36,0.0
21,21,2023-01-22,87.58333333333333,KPS,24.3,16.0,64,1011.0,5.5,4,0.0
21,21,2023-01-22,96.125,DN,24.9,16.7,64,1010.9,5.3,358,0.0
21,21,2023-01-22,129.0,BN,25.2,15.4,59,1010.7,5.1,28,0.0
22,22,2023-01-23,92.45833333333331,KPS,25.3,16.2,61,1010.0,4.7,356,0.0
22,22,2023-01-23,99.41666666666669,DN,25.9,16.6,61,1010.0,4.5,351,0.0
22,22,2023-01-23,168.16666666666666,BN,26.6,16.7,58,1009.7,4.1,16,0.0
23,23,2023-01-24,119.66666666666669,DN,26.1,17.2,60,1010.7,5.9,16,0.0
23,23,2023-01-24,181.33333333333331,BN,27.1,18.2,60,1010.6,8.8,52,0.0
23,23,2023-01-24,97.04166666666669,KPS,25.7,16.9,60,1010.8,7.1,31,0.0
24,24,2023-01-25,78.25,BN,24.7,15.0,56,1012.6,10.3,59,0.0
24,24,2023-01-25,73.375,KPS,23.3,14.4,58,1013.0,8.4,14,0.0
24,24,2023-01-25,92.75,DN,23.9,16.3,64,1012.8,7.2,358,0.0
25,25,2023-01-26,102.29166666666669,BN,24.7,15.8,60,1011.4,4.6,36,0.0
25,25,2023-01-26,88.875,KPS,23.9,16.0,64,1011.6,4.0,12,0.0
25,25,2023-01-26,98.625,DN,24.4,16.5,64,1011.6,4.4,357,0.0
26,26,2023-01-27,156.66666666666666,BN,25.7,16.8,60,1010.9,6.6,54,0.0
26,26,2023-01-27,95.625,KPS,25.3,17.0,63,1011.1,6.1,27,0.0
26,26,2023-01-27,109.25,DN,25.6,17.6,64,1011.0,5.4,18,0.0
27,27,2023-01-28,99.66666666666669,BN,24.4,15.6,60,1011.8,10.1,64,0.0
27,27,2023-01-28,107.41666666666669,DN,24.0,17.0,66,1011.9,6.8,9,0.0
27,27,2023-01-28,84.58333333333333,KPS,23.6,15.4,62,1012.1,8.9,26,0.0
28,28,2023-01-29,107.45833333333331,DN,22.6,14.5,62,1013.4,7.7,11,0.0
28,28,2023-01-29,68.375,BN,23.0,13.0,55,1013.2,10.3,60,0.0
28,28,2023-01-29,86.04166666666667,KPS,21.8,12.7,58,1013.7,9.6,28,0.0
29,29,2023-01-30,91.375,DN,21.4,11.7,56,1014.6,7.1,355,0.0
29,29,2023-01-30,76.79166666666667,BN,22.2,13.8,61,1014.2,5.7,41,0.0
29,29,2023-01-30,76.875,KPS,21.0,10.3,53,1014.7,8.7,16,0.0
30,30,2023-01-31,109.33333333333331,DN,23.6,13.3,55,1012.0,5.2,351,0.0
30,30,2023-01-31,134.45833333333334,BN,24.6,14.4,55,1011.8,3.1,15,0.0
30,30,2023-01-31,101.66666666666669,KPS,23.2,13.2,56,1012.0,4.9,16,0.0
31,31,2023-02-01,227.58333333333331,BN,25.8,17.4,63,1009.9,3.7,234,0.0
31,31,2023-02-01,132.66666666666666,KPS,24.8,15.9,61,1009.9,3.1,243,0.0
31,31,2023-02-01,142.5,DN,25.6,15.9,59,1009.9,4.2,66,0.0
32,32,2023-02-02,168.04166666666666,KPS,26.7,18.3,63,1009.7,3.6,35,0.0
32,32,2023-02-02,167.33333333333334,DN,27.1,18.1,60,1009.6,4.7,108,0.0
32,32,2023-02-02,366.7916666666667,BN,27.5,20.5,70,1009.6,4.1,194,0.0
33,33,2023-02-03,166.875,KPS,27.8,21.0,68,1009.9,4.9,126,0.0
33,33,2023-02-03,163.20833333333334,DN,28.2,21.3,68,1009.9,5.8,139,0.1
33,33,2023-02-03,266.4583333333333,BN,27.8,23.2,77,1010.1,4.2,161,0.9
34,34,2023-02-04,163.95833333333334,KPS,27.2,23.1,80,1009.5,5.0,154,3.8
34,34,2023-02-04,147.58333333333334,DN,27.5,23.4,80,1009.5,6.3,154,5.2
34,34,2023-02-04,162.70833333333334,BN,27.5,24.3,84,1009.5,4.9,188,2.4
35,35,2023-02-05,149.33333333333334,KPS,28.0,22.5,75,1009.5,2.8,140,0.0
35,35,2023-02-05,171.45833333333334,BN,28.2,23.6,78,1009.6,4.3,187,0.2
35,35,2023-02-05,119.45833333333331,DN,28.2,22.5,74,1009.5,3.8,152,0.0
36,36,2023-02-06,166.54166666666666,BN,28.0,24.1,81,1009.6,6.1,198,0.2
36,36,2023-02-06,117.16666666666669,KPS,28.4,22.9,75,1009.4,3.9,167,0.2
36,36,2023-02-06,114.25,DN,28.2,23.1,76,1009.4,4.9,153,0.4
37,37,2023-02-07,130.875,BN,27.9,23.8,80,1009.9,7.4,188,0.0
37,37,2023-02-07,103.70833333333331,KPS,28.0,22.8,75,1009.6,5.6,166,0.1
37,37,2023-02-07,94.66666666666669,DN,28.0,23.0,77,1009.7,6.1,151,0.3
38,38,2023-02-08,93.20833333333331,BN,28.2,23.7,79,1009.6,6.9,196,0.0
38,38,2023-02-08,86.625,KPS,28.5,22.5,74,1009.3,5.9,164,0.0
38,38,2023-02-08,76.54166666666667,DN,28.2,22.8,76,1009.5,7.1,155,0.0
39,39,2023-02-09,80.16666666666667,BN,28.2,23.9,79,1009.6,8.2,198,0.2
39,39,2023-02-09,75.75,KPS,28.1,22.7,75,1009.2,7.4,163,0.1
39,39,2023-02-09,67.04166666666667,DN,28.2,22.8,75,1009.3,8.8,155,0.0
40,40,2023-02-10,69.75,KPS,28.3,23.2,77,1009.7,6.4,166,0.0
40,40,2023-02-10,61.333333333333336,DN,28.2,23.5,78,1009.8,7.4,158,0.2
40,40,2023-02-10,69.54166666666667,BN,27.9,23.9,80,1010.0,7.5,197,0.7
41,41,2023-02-11,61.833333333333336,DN,28.4,22.8,74,1009.9,7.9,159,0.0
41,41,2023-02-11,72.29166666666667,BN,28.4,23.0,75,1010.1,8.8,198,0.1
41,41,2023-02-11,69.5,KPS,28.6,22.8,74,1009.7,6.9,166,0.0
42,42,2023-02-12,63.66666666666666,DN,28.6,22.5,72,1010.1,7.3,158,0.0
42,42,2023-02-12,78.79166666666667,BN,28.5,23.4,76,1010.4,9.1,194,0.0
42,42,2023-02-12,68.625,KPS,29.0,22.1,70,1009.9,5.9,172,0.0
43,43,2023-02-13,68.75,DN,28.8,23.1,74,1009.9,7.1,154,0.0
43,43,2023-02-13,84.04166666666667,BN,28.5,23.7,77,1010.2,8.8,193,0.0
43,43,2023-02-13,71.5,KPS,29.0,22.8,72,1009.7,5.9,165,0.0
44,44,2023-02-14,76.20833333333333,DN,28.8,23.4,76,1009.6,6.0,148,0.1
44,44,2023-02-14,81.25,KPS,29.2,22.5,71,1009.5,4.8,165,0.0
44,44,2023-02-14,86.91666666666667,BN,28.5,23.9,78,1009.8,6.9,189,0.0
45,45,2023-02-15,102.41666666666669,KPS,25.3,23.9,92,1011.3,5.1,114,25.1
45,45,2023-02-15,82.5,DN,25.5,23.6,89,1011.2,4.4,131,26.4
45,45,2023-02-15,96.375,BN,26.1,24.7,92,1011.3,6.7,116,32.4
46,46,2023-02-16,136.08333333333334,KPS,25.2,22.7,87,1013.3,3.9,25,8.6
46,46,2023-02-16,114.375,DN,25.1,22.7,87,1013.2,4.7,15,8.2
46,46,2023-02-16,103.29166666666669,BN,25.7,22.3,83,1013.0,6.2,51,4.3
47,47,2023-02-17,97.375,KPS,25.8,21.0,76,1013.2,6.2,19,0.2
47,47,2023-02-17,113.95833333333331,DN,26.3,21.4,76,1013.0,5.6,28,0.2
47,47,2023-02-17,95.91666666666669,BN,26.1,20.0,70,1012.9,7.0,41,0.0
48,48,2023-02-18,97.66666666666669,DN,26.5,19.6,67,1012.5,5.3,353,0.0
48,48,2023-02-18,118.66666666666669,BN,27.1,19.2,64,1012.3,3.9,347,0.0
48,48,2023-02-18,83.0,KPS,26.5,19.5,67,1012.6,5.2,6,0.0
49,49,2023-02-19,170.66666666666666,BN,28.1,20.6,66,1011.1,4.1,358,0.0
49,49,2023-02-19,97.29166666666669,KPS,27.1,19.7,66,1011.4,4.4,6,0.0
49,49,2023-02-19,105.08333333333331,DN,27.2,20.6,70,1011.4,4.6,349,0.0
50,50,2023-02-20,168.04166666666666,BN,27.9,20.6,67,1011.2,5.9,66,0.0
50,50,2023-02-20,121.91666666666669,KPS,27.0,21.0,70,1011.4,4.4,48,0.0
50,50,2023-02-20,137.70833333333334,DN,26.9,22.1,76,1011.3,4.2,72,0.5
51,51,2023-02-21,147.83333333333334,BN,27.5,19.5,65,1012.3,6.1,60,0.0
51,51,2023-02-21,131.20833333333334,KPS,27.0,20.6,70,1012.5,4.5,39,0.0
51,51,2023-02-21,152.33333333333334,DN,27.4,21.3,73,1012.4,5.3,41,0.0
52,52,2023-02-22,154.66666666666666,KPS,26.9,19.7,68,1012.4,4.6,57,0.0
52,52,2023-02-22,159.66666666666666,DN,27.1,20.3,69,1012.4,4.8,70,0.0
52,52,2023-02-22,152.20833333333334,BN,27.3,18.9,63,1012.3,6.5,81,0.0
53,53,2023-02-23,159.875,DN,27.0,19.3,65,1011.4,4.8,7,0.0
53,53,2023-02-23,166.625,BN,27.3,18.9,63,1011.3,4.9,19,0.0
53,53,2023-02-23,157.33333333333334,KPS,26.6,19.4,67,1011.4,4.0,44,0.0
54,54,2023-02-24,158.16666666666666,DN,27.8,19.0,63,1010.9,5.0,9,0.0
54,54,2023-02-24,190.04166666666663,BN,28.3,18.4,59,1010.8,6.4,62,0.0
54,54,2023-02-24,150.45833333333334,KPS,27.3,19.2,65,1010.9,4.7,30,0.0
55,55,2023-02-25,144.04166666666666,DN,26.7,19.1,66,1014.0,6.5,34,0.0
55,55,2023-02-25,131.29166666666666,BN,27.1,16.6,54,1013.9,13.1,73,0.0
55,55,2023-02-25,124.25,KPS,26.2,18.6,65,1014.2,6.2,41,0.0
56,56,2023-02-26,112.66666666666669,DN,25.2,17.0,62,1017.1,7.8,22,0.0
56,56,2023-02-26,72.58333333333333,BN,25.6,15.5,55,1016.9,11.2,60,0.0
56,56,2023-02-26,90.45833333333331,KPS,24.9,15.7,58,1017.3,10.1,34,0.0
57,57,2023-02-27,72.04166666666667,BN,25.2,16.3,60,1016.7,7.6,52,0.0
57,57,2023-02-27,75.79166666666667,KPS,24.1,15.8,61,1017.2,7.6,22,0.0
57,57,2023-02-27,93.70833333333331,DN,24.4,16.5,63,1017.1,6.5,7,0.0
58,58,2023-02-28,86.45833333333333,KPS,25.4,16.6,61,1015.6,6.2,15,0.0
58,58,2023-02-28,104.375,DN,25.9,17.2,61,1015.5,5.3,355,0.0
58,58,2023-02-28,109.41666666666669,BN,26.5,17.8,62,1015.3,4.6,17,0.0
59,59,2023-03-01,94.375,KPS,27.4,18.1,60,1014.1,5.1,20,0.0
59,59,2023-03-01,113.5,DN,27.5,18.6,61,1014.1,5.5,5,0.0
59,59,2023-03-01,154.125,BN,28.3,19.2,61,1013.8,4.4,37,0.0
60,60,2023-03-02,125.58333333333331,KPS,27.8,18.5,60,1013.8,6.5,23,0.0
60,60,2023-03-02,144.54166666666666,DN,28.6,19.6,61,1013.6,5.4,17,0.0
60,60,2023-03-02,170.66666666666666,BN,28.9,18.4,57,1013.5,6.8,60,0.0
61,61,2023-03-03,108.0,KPS,26.8,17.8,61,1015.3,4.9,15,0.0
61,61,2023-03-03,130.54166666666666,BN,28.1,17.1,54,1015.0,6.0,60,0.0
61,61,2023-03-03,145.41666666666666,DN,27.6,18.6,61,1015.2,5.0,354,0.0
62,62,2023-03-04,151.5,BN,27.0,17.0,56,1015.8,8.0,69,0.0
62,62,2023-03-04,148.20833333333334,KPS,26.2,18.4,65,1016.0,4.7,26,0.0
62,62,2023-03-04,158.25,DN,27.0,19.2,65,1015.9,4.9,54,0.0
63,63,2023-03-05,135.20833333333334,BN,27.3,18.2,60,1015.3,6.9,61,0.0
63,63,2023-03-05,142.29166666666666,KPS,26.2,18.7,66,1015.5,4.8,21,0.0
63,63,2023-03-05,157.41666666666666,DN,26.9,19.2,66,1015.4,5.3,28,0.0
64,64,2023-03-06,152.41666666666666,BN,27.4,18.5,61,1014.1,5.9,69,0.0
64,64,2023-03-06,154.04166666666666,KPS,26.5,18.8,66,1014.3,4.5,33,0.0
64,64,2023-03-06,160.29166666666666,DN,27.0,19.4,66,1014.2,5.0,47,0.0
65,65,2023-03-07,155.5,KPS,26.8,19.5,67,1013.4,3.6,90,0.0
65,65,2023-03-07,160.66666666666666,DN,27.2,18.7,63,1013.4,5.4,129,0.0
65,65,2023-03-07,176.75,BN,27.9,20.6,69,1013.3,5.8,120,0.0
66,66,2023-03-08,172.33333333333334,DN,28.1,19.0,61,1012.9,5.6,142,0.0
66,66,2023-03-08,215.0,BN,28.4,21.6,71,1012.9,5.3,153,0.0
66,66,2023-03-08,174.0,KPS,27.3,20.2,68,1012.9,4.2,127,0.0
67,67,2023-03-09,172.20833333333334,DN,28.3,20.8,66,1011.7,6.5,149,0.0
67,67,2023-03-09,184.83333333333331,BN,28.4,23.4,77,1011.9,5.9,170,0.0
67,67,2023-03-09,182.66666666666663,KPS,27.8,21.0,69,1011.7,5.4,136,0.0
68,68,2023-03-10,154.29166666666666,DN,28.3,22.8,74,1011.3,5.8,147,0.3
68,68,2023-03-10,154.41666666666666,BN,28.6,23.9,78,1011.3,5.7,177,0.4
68,68,2023-03-10,164.08333333333334,KPS,27.9,23.3,77,1011.3,4.8,154,0.3
69,69,2023-03-11,139.375,BN,28.3,24.3,80,1011.4,8.8,194,0.0
69,69,2023-03-11,155.95833333333334,KPS,28.7,22.9,74,1011.0,5.8,154,0.0
69,69,2023-03-11,141.20833333333334,DN,28.7,22.8,73,1011.1,6.7,150,0.0
70,70,2023-03-12,125.75,KPS,28.9,23.6,75,1011.0,5.9,148,0.1
70,70,2023-03-12,103.375,DN,29.3,23.1,72,1011.0,7.0,148,0.1
70,70,2023-03-12,101.75,BN,28.5,24.6,80,1011.3,7.3,189,1.2
71,71,2023-03-13,125.70833333333331,KPS,26.0,23.1,85,1012.3,5.3,22,11.7
71,71,2023-03-13,102.91666666666669,DN,26.3,23.7,86,1012.1,5.7,37,12.4
71,71,2023-03-13,110.04166666666669,BN,27.3,22.5,77,1011.9,7.6,62,6.6
72,72,2023-03-14,124.75,KPS,26.7,20.7,72,1010.9,6.1,23,0.0
72,72,2023-03-14,148.08333333333334,DN,26.9,21.2,73,1010.8,5.4,13,0.0
72,72,2023-03-14,144.375,BN,27.4,20.3,67,1010.6,5.5,57,0.0
73,73,2023-03-15,128.29166666666666,KPS,27.5,21.4,71,1010.3,4.8,150,0.0
73,73,2023-03-15,143.70833333333334,DN,27.8,21.4,70,1010.3,5.2,147,0.0
73,73,2023-03-15,178.125,BN,27.8,23.5,80,1010.4,6.8,194,0.0
74,74,2023-03-16,107.375,DN,28.0,22.4,74,1011.4,7.1,154,0.2
74,74,2023-03-16,123.20833333333331,BN,27.9,23.5,78,1011.6,7.6,200,0.8
74,74,2023-03-16,122.20833333333331,KPS,27.8,22.6,76,1011.4,6.0,157,0.4
75,75,2023-03-17,86.0,BN,28.3,23.6,77,1011.2,7.7,192,0.0
75,75,2023-03-17,89.95833333333333,KPS,28.4,22.5,73,1010.9,6.7,157,0.1
75,75,2023-03-17,75.70833333333333,DN,28.5,22.4,72,1011.0,7.5,157,0.0
76,76,2023-03-18,86.83333333333333,BN,28.3,23.8,77,1010.0,7.6,199,0.8
76,76,2023-03-18,87.08333333333333,KPS,28.7,22.6,73,1009.7,6.3,161,0.0
76,76,2023-03-18,74.20833333333333,DN,28.8,22.6,72,1009.8,7.5,158,0.0
77,77,2023-03-19,82.58333333333333,BN,28.7,24.3,78,1009.3,8.5,195,0.6
77,77,2023-03-19,82.79166666666667,KPS,28.6,23.0,74,1009.1,6.9,164,0.1
77,77,2023-03-19,74.66666666666667,DN,28.9,23.0,73,1009.2,8.0,160,0.0
78,78,2023-03-20,83.66666666666667,BN,29.0,24.5,78,1008.8,8.0,197,0.4
78,78,2023-03-20,80.83333333333333,DN,29.5,23.6,74,1008.6,5.9,164,0.1
78,78,2023-03-20,85.25,KPS,29.7,23.1,72,1008.4,5.6,180,0.0
79,79,2023-03-21,78.875,DN,29.5,24.1,75,1008.2,7.8,158,0.3
79,79,2023-03-21,88.04166666666667,BN,29.2,24.3,76,1008.5,9.9,194,0.0
79,79,2023-03-21,82.33333333333333,KPS,29.8,23.9,73,1007.9,6.8,168,0.0
80,80,2023-03-22,74.625,DN,30.3,24.1,72,1007.0,6.9,163,0.0
80,80,2023-03-22,80.625,BN,29.5,24.8,77,1007.2,9.8,197,0.0
80,80,2023-03-22,76.66666666666667,KPS,30.6,23.5,71,1006.7,6.3,178,0.0
81,81,2023-03-23,73.79166666666667,DN,30.1,24.3,73,1007.0,7.6,158,0.1
81,81,2023-03-23,75.625,BN,29.6,24.7,76,1007.3,10.6,195,0.2
81,81,2023-03-23,71.66666666666667,KPS,30.6,23.4,70,1006.7,7.5,178,0.0
82,82,2023-03-24,77.41666666666667,BN,29.8,25.1,77,1007.8,9.1,196,0.0
82,82,2023-03-24,71.41666666666667,KPS,30.7,22.6,67,1007.4,6.5,185,0.0
82,82,2023-03-24,71.625,DN,30.4,24.0,73,1007.6,6.2,161,0.0
83,83,2023-03-25,72.45833333333333,KPS,30.8,24.1,72,1007.8,8.0,175,0.0
83,83,2023-03-25,70.79166666666667,DN,30.3,25.2,77,1008.1,8.3,159,0.0
83,83,2023-03-25,81.83333333333333,BN,29.7,25.4,79,1008.3,10.4,195,0.0
84,84,2023-03-26,73.0,KPS,30.8,23.6,70,1007.3,7.2,176,0.0
84,84,2023-03-26,70.625,DN,30.3,24.5,74,1007.5,7.7,156,0.0
84,84,2023-03-26,79.0,BN,29.7,24.9,77,1007.8,10.1,195,0.0
85,85,2023-03-27,69.375,KPS,30.3,24.4,74,1007.6,7.8,164,0.0
85,85,2023-03-27,66.54166666666667,DN,30.0,25.0,77,1007.8,8.4,152,0.0
85,85,2023-03-27,72.0,BN,29.8,24.5,75,1008.1,9.7,191,0.0
86,86,2023-03-28,59.833333333333336,DN,29.7,23.8,73,1009.3,10.3,156,0.0
86,86,2023-03-28,65.25,BN,29.4,24.6,76,1009.5,10.8,192,0.1
86,86,2023-03-28,63.41666666666666,KPS,29.8,23.7,72,1009.0,9.4,163,0.0
87,87,2023-03-29,60.66666666666666,BN,29.8,23.9,72,1010.2,8.0,191,0.1
87,87,2023-03-29,59.75,KPS,30.1,22.3,67,1009.8,5.8,176,0.0
87,87,2023-03-29,55.41666666666666,DN,30.0,22.4,66,1010.0,7.6,160,0.0
88,88,2023-03-30,61.625,BN,29.4,24.3,75,1008.6,8.4,193,0.4
88,88,2023-03-30,65.375,KPS,30.3,24.0,72,1008.1,6.5,169,0.0
88,88,2023-03-30,59.79166666666666,DN,30.1,24.3,73,1008.4,7.2,160,0.5
89,89,2023-03-31,70.375,BN,29.9,24.6,74,1008.3,9.6,191,0.3
89,89,2023-03-31,79.58333333333333,KPS,30.7,22.4,67,1007.8,7.5,180,0.0
89,89,2023-03-31,82.70833333333333,DN,30.4,23.6,70,1008.0,7.4,161,0.0
90,90,2023-04-01,82.5,BN,29.8,24.6,74,1008.3,10.0,187,0.4
90,90,2023-04-01,83.25,KPS,30.5,24.1,72,1007.7,7.8,164,0.0
90,90,2023-04-01,87.45833333333333,DN,30.4,24.3,73,1008.0,8.7,157,0.0
91,91,2023-04-02,87.95833333333333,KPS,30.0,24.4,75,1007.4,6.5,196,5.2
91,91,2023-04-02,94.83333333333331,DN,30.3,24.3,72,1007.6,6.9,172,0.7
91,91,2023-04-02,104.95833333333331,BN,29.8,24.8,76,1007.9,9.9,197,0.9
92,92,2023-04-03,98.70833333333331,DN,31.1,21.5,61,1007.2,5.9,188,0.0
92,92,2023-04-03,126.75,BN,30.4,23.8,70,1007.3,8.9,197,0.0
92,92,2023-04-03,87.70833333333333,KPS,30.2,21.3,64,1007.0,6.1,208,0.0
93,93,2023-04-04,89.25,DN,31.6,20.8,57,1006.7,6.1,217,0.0
93,93,2023-04-04,154.16666666666666,BN,30.6,24.1,70,1006.8,9.5,196,0.3
93,93,2023-04-04,82.29166666666667,KPS,30.5,20.8,60,1006.5,6.1,209,0.0
94,94,2023-04-05,82.0,DN,31.4,20.1,56,1007.0,6.1,207,0.0
94,94,2023-04-05,145.625,BN,30.9,23.3,67,1007.1,7.8,201,0.0
94,94,2023-04-05,74.79166666666667,KPS,30.4,19.5,58,1006.8,6.3,226,0.0
95,95,2023-04-06,77.75,DN,31.5,22.2,61,1007.6,5.3,170,0.0
95,95,2023-04-06,75.75,KPS,31.2,21.9,62,1007.4,5.3,196,0.0
95,95,2023-04-06,128.95833333333334,BN,30.9,24.5,70,1007.7,7.9,194,0.0
96,96,2023-04-07,108.08333333333331,KPS,30.3,24.2,71,1009.1,6.6,169,0.3
96,96,2023-04-07,109.33333333333331,DN,30.7,24.4,71,1009.2,6.2,156,0.4
96,96,2023-04-07,145.125,BN,30.2,25.3,76,1009.5,7.9,186,0.3
97,97,2023-04-08,110.83333333333331,KPS,30.7,24.3,72,1010.9,6.2,166,0.0
97,97,2023-04-08,103.45833333333331,DN,30.7,24.7,73,1011.0,7.1,158,0.1
97,97,2023-04-08,99.33333333333331,BN,30.6,25.3,75,1011.2,7.5,190,0.1
98,98,2023-04-09,85.66666666666667,KPS,30.4,24.6,73,1011.1,4.4,171,2.3
98,98,2023-04-09,74.20833333333333,DN,31.0,24.5,71,1011.1,5.1,157,0.5
98,98,2023-04-09,77.20833333333333,BN,30.9,25.0,73,1011.3,6.7,193,3.6
99,99,2023-04-10,64.75,DN,31.1,23.9,69,1009.5,6.7,156,0.0
99,99,2023-04-10,71.75,BN,30.9,24.7,72,1009.7,9.3,195,0.0
99,99,2023-04-10,69.25,KPS,31.2,23.7,68,1009.3,5.9,171,0.0
100,100,2023-04-11,85.0,BN,30.8,25.6,75,1008.7,10.1,193,0.6
100,100,2023-04-11,65.25,KPS,32.0,24.1,68,1008.1,7.2,186,0.0
100,100,2023-04-11,72.33333333333333,DN,31.5,25.1,72,1008.4,7.1,157,0.0
