date,dew_point_2m_mean,temperature_2m_mean,precipitation_sum,wind_direction_10m_dominant,wind_speed_10m_mean,surface_pressure_mean,relative_humidity_2m_mean,pm25
2021-01-01,15.0,21.4,0.0,55,4.6,986.1,70,33.0
2021-01-02,14.8,20.8,0.0,8,2.6,985.7,72,29.0
2021-01-03,15.5,21.0,0.0,354,2.6,984.6,76,28.0
2021-01-04,16.2,22.1,0.0,343,2.4,985.1,75,34.0
2021-01-05,16.0,22.5,0.0,342,2.0,985.0,72,30.0
2021-01-06,16.8,23.0,0.0,35,1.7,983.2,73,29.0
2021-01-07,17.1,24.3,0.0,349,3.2,982.0,67,24.0
2021-01-08,19.4,25.0,0.2,354,3.5,981.9,74,21.0
2021-01-09,21.3,24.8,5.9,208,2.9,982.6,82,23.0
2021-01-10,20.6,24.9,0.7,159,2.5,982.3,79,25.0
2021-01-11,20.1,24.9,1.0,34,2.6,983.7,76,31.0
2021-01-12,15.3,22.0,0.6,45,7.0,985.9,67,30.0
2021-01-13,13.5,19.8,0.6,31,3.7,985.4,69,27.0
2021-01-14,14.7,20.5,0.0,53,2.7,983.8,73,35.0
2021-01-15,14.3,21.3,0.0,269,3.1,982.1,67,40.0
2021-01-16,13.4,21.0,0.0,260,3.6,981.8,65,32.0
2021-01-17,14.7,21.2,0.0,326,3.6,984.7,70,28.0
2021-01-18,15.8,21.3,0.0,16,4.7,985.7,72,36.0
2021-01-19,14.8,20.9,0.0,358,2.9,984.2,72,41.0
2021-01-20,14.5,21.3,0.0,259,3.6,983.5,68,39.0
2021-01-21,14.1,21.8,0.0,33,2.6,983.0,65,53.0
2021-01-22,14.7,22.2,0.0,328,2.9,982.7,65,49.0
2021-01-23,13.4,21.9,0.0,267,4.1,982.4,61,47.0
2021-01-24,14.4,21.3,0.0,327,3.0,983.5,67,43.0
2021-01-25,15.0,21.5,0.0,353,3.0,983.8,70,38.0
2021-01-26,15.7,22.2,0.0,349,2.8,983.0,69,37.0
2021-01-27,16.4,23.0,0.0,6,3.2,983.1,69,44.0
2021-01-28,17.1,23.3,0.0,12,3.0,984.3,72,36.0
2021-01-29,17.3,24.0,0.0,235,4.1,984.0,68,37.0
2021-01-30,20.0,23.1,5.5,218,3.8,984.5,84,35.0
2021-01-31,18.6,22.7,0.7,198,4.2,985.1,81,22.0
2021-02-01,16.1,22.7,0.0,137,3.8,985.6,69,28.0
2021-02-02,14.0,22.0,0.0,307,3.6,985.4,64,31.0
2021-02-03,14.5,22.2,0.0,328,2.9,985.4,65,30.0
2021-02-04,13.6,22.5,0.0,22,3.0,985.8,60,29.0
2021-02-05,14.1,23.2,0.0,49,2.8,984.7,59,34.0
2021-02-06,15.7,23.4,0.0,212,3.3,983.4,64,44.0
2021-02-07,18.0,23.1,1.2,306,3.2,983.3,75,53.0
2021-02-08,19.4,20.3,18.4,211,3.3,983.3,95,36.0
2021-02-09,15.2,19.3,0.1,9,3.2,984.0,79,21.0
2021-02-10,13.8,19.1,0.0,4,3.2,983.8,76,21.0
2021-02-11,14.8,20.5,0.0,88,2.5,983.4,74,24.0
2021-02-12,15.8,22.4,0.0,310,3.2,983.6,70,28.0
2021-02-13,15.6,22.5,0.0,261,3.3,983.8,68,27.0
2021-02-14,13.5,22.2,0.0,304,2.9,983.9,63,31.0
2021-02-15,14.0,21.5,0.0,226,3.5,982.4,66,51.0
2021-02-16,14.4,22.4,0.0,333,3.2,982.3,65,86.0
2021-02-17,14.3,23.4,0.0,338,3.2,983.6,60,74.0
2021-02-18,18.8,23.0,5.4,47,3.6,986.7,78,65.0
2021-02-19,19.4,22.9,0.7,349,2.9,988.0,82,39.0
2021-02-20,17.9,23.4,0.0,20,2.8,986.4,75,41.0
2021-02-21,18.7,23.9,0.2,4,2.8,985.1,76,48.0
2021-02-22,18.9,24.8,0.0,331,2.3,983.6,74,35.0
2021-02-23,18.0,25.9,0.0,182,3.5,982.2,65,47.0
2021-02-24,17.5,26.0,0.3,220,4.3,980.6,63,54.0
2021-02-25,14.4,25.6,0.0,213,4.4,979.5,55,40.0
2021-02-26,13.3,24.6,0.0,181,3.5,978.6,53,50.0
2021-02-27,13.2,24.1,0.0,75,3.4,979.2,54,70.0
2021-02-28,13.9,24.8,0.0,287,3.1,980.4,54,86.0
2021-03-01,12.8,24.6,0.0,306,3.5,983.2,51,88.0
2021-03-02,13.2,24.5,0.0,316,2.6,983.7,53,103.0
2021-03-03,14.2,25.0,0.0,232,3.4,982.8,53,153.0
2021-03-04,15.7,25.3,0.0,231,4.8,983.0,59,131.0
2021-03-05,10.7,25.4,0.0,229,3.7,983.1,47,126.0
2021-03-06,7.4,24.5,0.0,99,3.3,984.1,36,201.0
2021-03-07,8.4,24.5,0.0,63,2.7,983.7,39,323.0
