date,dew_point_2m_mean,temperature_2m_mean,precipitation_sum,wind_direction_10m_dominant,wind_speed_10m_mean,surface_pressure_mean,relative_humidity_2m_mean
5/6/2021,24.4,26.9,12.3,68,6.1,1010.6,86
5/7/2021,24.4,27.7,1.4,11,7.4,1010.1,83
5/8/2021,25.4,28.2,10.1,243,4.2,1008.8,86
5/9/2021,25.1,28.5,0.6,249,5.5,1007.9,82
5/10/2021,25,29.6,0.1,198,9.5,1007.1,77
5/11/2021,25.1,30.1,0.3,198,9.8,1006.5,75
5/12/2021,25.4,30.4,0.3,188,10.3,1005.8,75
5/13/2021,24.3,30.5,0.1,189,10.7,1005.2,71
5/14/2021,24.4,30.9,0,185,11,1005.2,70
5/15/2021,25.4,30.6,3.4,175,10.7,1006,74
5/16/2021,25.2,30.3,2.5,175,10.3,1006.6,75
5/17/2021,25,30.8,1.9,183,8.9,1006.6,72
5/18/2021,25.2,30.4,1,177,12.2,1007.1,74
5/19/2021,25.4,29.7,8.7,195,8.1,1006.5,79
5/20/2021,25.6,29.8,1.8,172,8,1006.5,79
5/21/2021,24.7,30.4,1.9,217,10.7,1006.3,72
5/22/2021,23.7,30.3,3.4,233,11.5,1005.5,69
5/23/2021,23.5,30.8,0.6,228,13.3,1005.5,66
5/24/2021,23.6,30.7,0.2,217,11.4,1006.2,67
5/25/2021,23.8,30.1,0.9,234,10.9,1006.3,70
5/26/2021,23.5,29.9,0.3,240,9.2,1006.1,69
5/27/2021,24.2,29.6,9.2,210,9.4,1006,74
5/28/2021,24.9,27.7,28.4,151,8.7,1007.8,86
5/29/2021,24.7,29,5.6,187,13.7,1007.6,79
5/30/2021,24.2,29.8,0.3,198,15.6,1006.7,73
5/31/2021,24.3,30.1,0,203,13,1005.7,72
6/1/2021,24.3,30.7,0,199,11.8,1006,70
6/2/2021,24.6,31.3,0.5,199,10.5,1006,69
6/3/2021,24.8,31.6,0,194,11.4,1006.7,69
6/4/2021,24.6,31.9,2,214,12.3,1006.6,68
6/5/2021,24.6,31,6.1,228,12.1,1006.6,70
6/6/2021,23.6,29.9,5.8,230,12.9,1006.1,70
6/7/2021,23,30.2,0.2,230,14,1006,66
6/8/2021,22.9,30.4,0,221,15.4,1006.2,65
6/9/2021,23.6,28.9,2.2,210,12.9,1006.2,74
6/10/2021,24.3,27.8,10.1,215,10.6,1005.5,81
6/11/2021,23.8,28.7,0.6,229,9.9,1004.8,76
6/12/2021,23.2,29,1,240,9.8,1005.7,72
6/13/2021,24,28,2.1,222,9.2,1006.2,79
6/14/2021,23.8,28.9,1.3,210,12.1,1006.4,75
6/15/2021,24.2,27.6,6,201,9.5,1006.5,82
6/16/2021,24.3,28.5,3.3,208,11.1,1007.5,79
6/17/2021,23.8,28.8,1.4,207,9.5,1008.8,75
6/18/2021,23.9,29.7,1.4,215,10.2,1009.5,73
6/19/2021,23.7,30.4,0.9,234,11.3,1008.5,70
6/20/2021,23.6,30.4,2.6,236,12.9,1007.1,69
6/21/2021,23.4,30,9.1,232,12.8,1006.3,69
6/22/2021,23.1,29.7,2.2,234,11.5,1007.3,68
6/23/2021,23,29.8,5.2,235,11.9,1008.2,68
6/24/2021,22.6,29.7,1.6,246,12.9,1006.7,66
6/25/2021,22.9,29.8,5,227,12,1005.8,68
6/26/2021,23.9,29.8,0.3,198,13.3,1006.7,72
6/27/2021,23.8,30.5,2.5,194,14.3,1008.3,69
6/28/2021,23.9,29.7,7.6,233,7.8,1008,73
6/29/2021,24.8,29.1,4.5,205,9.3,1007.1,79
6/30/2021,24.3,29.1,7.3,218,10.3,1006.9,76
7/1/2021,23.2,29.9,1.9,216,11,1007,69
7/2/2021,23.9,29.8,4.3,202,9.3,1008,73
7/3/2021,23.3,31.1,0.3,252,9.7,1006.9,65
7/4/2021,23.5,32.1,0.2,248,11.8,1005.4,63
7/5/2021,22.8,31.7,4.3,255,11.9,1004.4,62
7/6/2021,24.5,29.4,6,217,10.7,1004.1,76
7/7/2021,24.3,28.6,5.2,235,9.7,1005.2,78
7/8/2021,24,28.3,17.6,233,8.9,1005.3,78
7/9/2021,24.4,27,17.5,156,6.7,1004.6,86
7/10/2021,24.5,26.1,21.3,135,10.4,1004.7,91
7/11/2021,24.6,26.4,26.6,156,11.4,1006.8,90
7/12/2021,24.5,28,3.3,189,8.2,1008.2,82
7/13/2021,24.8,28.1,5.9,195,4.6,1007,83
7/14/2021,25.4,27.7,16.1,195,5.6,1006.1,87
7/15/2021,24.1,26.7,17.6,198,6.5,1007.1,86
7/16/2021,24.2,27.2,13.9,190,8.5,1008.7,84
7/17/2021,24.4,28,8,229,10.1,1007.1,82
7/18/2021,24.1,28.1,2.6,243,12,1005.5,79
7/19/2021,23.9,27.7,2.2,225,11.7,1005.8,81
7/20/2021,24.1,27.7,7.3,215,16.6,1006.3,81
7/21/2021,24.2,28.1,0.4,205,15.8,1005.9,80
7/22/2021,24.4,28.5,4.1,204,15.3,1005.7,79
7/23/2021,24.8,28.1,3,218,11,1005.8,83
7/24/2021,25.1,27.3,10.9,219,10.8,1005.6,88
7/25/2021,24.9,27.2,8.8,213,10.6,1005.7,88
7/26/2021,24.6,28.2,1.1,226,12.2,1005,81
7/27/2021,24.9,28,8.2,212,10.7,1004.6,83
7/28/2021,24.9,28.4,10.2,222,11,1004.5,82
7/29/2021,24.7,28.3,5,227,10.8,1005.1,81
7/30/2021,24.9,28.6,4.4,232,11.8,1006.4,81
7/31/2021,24.7,28.6,5.3,234,11,1006.5,80
8/1/2021,24.2,28.7,1.9,234,11.8,1005.7,77
8/2/2021,23.7,28.7,0.9,235,10.9,1005.8,75
8/3/2021,23.9,28.6,5,233,11.2,1006.4,76
8/4/2021,24.1,28.5,4.6,216,11.6,1006.9,77
8/5/2021,24.2,28.7,4.7,213,12.5,1006.4,77
8/6/2021,24.3,28.4,7.3,215,10.9,1007,79
8/7/2021,24.4,28.8,4.4,231,10.4,1008,77
8/8/2021,24.4,28.9,1.7,242,10.7,1007.8,78
8/9/2021,24.6,29.2,1,240,10.8,1006.4,77
8/10/2021,24.7,29.7,2.1,220,11.5,1004.6,75
8/11/2021,25.1,28.6,12.2,192,11.9,1006.5,82
8/12/2021,24.8,28.1,4.4,187,14,1008.7,83
8/13/2021,24.3,28.3,10.4,207,11.9,1007.5,79
8/14/2021,24.3,27.6,9.4,202,11.7,1006.2,83
8/15/2021,24.7,26.8,10.2,193,13.3,1008.1,88
8/16/2021,23.9,26.9,12.5,190,10.1,1011.2,84
8/17/2021,24.3,28.4,0.4,203,5.5,1010.3,80
8/18/2021,24.1,29.1,0.1,246,7.7,1008.2,76
8/19/2021,24,28.7,2.7,213,6.4,1007.2,76
8/20/2021,24.7,28.9,9,181,5.9,1007.9,79
8/21/2021,24.5,28.1,6.9,173,7.1,1008.7,81
8/22/2021,24.9,28.4,8.8,197,8.7,1007.8,82
8/23/2021,24.3,28.6,4.3,226,10.5,1006.6,78
8/24/2021,24.2,28.5,10.1,224,10,1005.4,78
8/25/2021,24.6,27.4,35,188,7.8,1005.2,85
8/26/2021,24.4,26.6,10.4,176,8.1,1005.8,88
8/27/2021,24,25.8,15.4,189,6.7,1006.4,90
8/28/2021,23.8,26.3,3.3,169,8.1,1006.6,86
8/29/2021,23.8,26.2,12.1,166,7.7,1007,87
8/30/2021,24.6,27.3,7.3,143,4.5,1007.7,86
8/31/2021,24.9,27.4,13.5,222,4.8,1008.2,87
9/1/2021,24.4,26.7,9.9,221,3.9,1008,88
9/2/2021,24.4,27,8.7,207,5.8,1007.2,86
9/3/2021,24,26.9,6.3,225,8.1,1006.9,84
9/4/2021,23.7,27.3,5,221,9.6,1007.2,81
9/5/2021,24,26.6,14,227,6.1,1008.1,86
9/6/2021,24,27.7,2.6,284,6.5,1008.6,81
9/7/2021,24.3,26.7,29.2,314,9.5,1007.8,87
9/8/2021,24.3,26,52.2,318,6.5,1005.5,91
9/9/2021,24.4,26.4,15.5,165,9,1005.3,89
9/10/2021,24.5,26.8,14.6,197,6.8,1007,88
9/11/2021,24.3,27,8,254,8.5,1007.5,86
9/12/2021,23.3,27.7,0,271,13.3,1005.6,77
9/13/2021,23.5,28.5,0.8,277,12.9,1005.8,75
9/14/2021,24,27.7,8.7,275,10.5,1006.8,80
9/15/2021,24.5,26.3,21,161,7.2,1007.9,90
9/16/2021,24.2,26.8,10.1,177,10.6,1008.1,86
9/17/2021,24.1,27.8,2,182,9.9,1008.4,81
9/18/2021,24.7,28,0.8,174,6.2,1008.5,83
9/19/2021,24.9,27.3,1.9,310,5.2,1008.5,87
9/20/2021,24.5,26.4,31.9,234,5.8,1007.2,90
9/21/2021,24,26,25.6,188,8.9,1005.9,89
9/22/2021,24.3,26.4,18.3,189,7.8,1005.8,88
9/23/2021,24.4,26.9,18.9,210,6.2,1007.4,87
9/24/2021,24.5,27.2,13.8,277,8.2,1007.6,86
9/25/2021,24.4,26.2,15.3,234,9.3,1006,90
9/26/2021,24.3,25.4,31.6,155,8.6,1006.4,93
9/27/2021,23.7,26.6,11,90,4.5,1007.8,85
9/28/2021,24.4,26.8,9.7,35,4.8,1008.4,87
9/29/2021,25.5,28.2,4.5,323,5.3,1007.3,86
9/30/2021,25.4,28.2,8,193,4.8,1007.9,85
10/1/2021,25.1,28.5,0.6,183,8.2,1008.1,82
10/2/2021,24.7,28.2,5,192,9.5,1008.7,82
10/3/2021,24.4,27.3,9.6,292,4.3,1008.1,85
10/4/2021,24.7,27.6,1.2,23,5.1,1007.3,85
10/5/2021,24.1,28.2,0.3,331,9.2,1006.5,80
10/6/2021,24.7,27.1,29,324,6.3,1005.1,87
10/7/2021,24.5,27.1,9.5,299,5.2,1004.3,86
10/8/2021,25,27.5,0.3,215,6.1,1004.4,86
10/9/2021,24.3,27.6,1.1,199,7.9,1004.9,83
10/10/2021,24.6,28.3,2.7,221,10.1,1004.2,81
10/11/2021,25,28.1,11.1,208,9.3,1003.6,84
10/12/2021,25.1,27.4,24,198,8.9,1004,87
10/13/2021,24.8,27.1,6.3,234,6.1,1003.5,88
10/14/2021,24.5,27.1,17,235,7.9,1003.3,86
10/15/2021,24.4,26,31.1,181,7.7,1004.6,91
10/16/2021,24.3,27,6.6,158,8.9,1007.1,86
10/17/2021,22.7,23.9,53.6,31,7.7,1010.1,93
10/18/2021,21.5,24.5,3.4,359,9.4,1010.1,84
10/19/2021,22.9,25.9,1.3,15,5,1012.1,85
10/20/2021,24.6,27.2,1.4,32,5.6,1012.2,87
10/21/2021,24.6,27.1,7.1,190,5.1,1011.1,87
10/22/2021,24.1,26.1,15,93,5.8,1011.4,89
10/23/2021,23.2,25.7,20.9,76,9.5,1012.3,86
10/24/2021,22.6,26.1,0.5,38,8,1011.8,82
10/25/2021,21.5,26.6,0,49,9.5,1010.5,74
10/26/2021,22.2,27,0,29,7.2,1009.8,76
10/27/2021,21.8,27,0,13,7.7,1009.7,75
10/28/2021,22.7,25.9,6.5,23,8.2,1009.6,83
10/29/2021,23.6,26.9,7.9,177,7,1011.1,84
10/30/2021,24.3,27.1,3.1,32,5.7,1011.9,86
10/31/2021,24.4,26.7,6.8,49,6.3,1011.7,88
11/1/2021,24.4,26.4,11.9,15,6.5,1011.5,89
11/2/2021,24.2,26.5,10.4,4,6.4,1011.2,88
11/3/2021,23.4,27.1,0.3,28,7.6,1010.5,82
11/4/2021,23.5,27.5,0.1,31,6.4,1009.9,80
11/5/2021,23.9,28.2,0.1,63,6,1008.7,79
11/6/2021,24.3,26.6,31.4,134,4.1,1007.2,88
11/7/2021,24.7,27.4,8.3,48,4.8,1006.9,86
11/8/2021,24.3,26.9,10.2,54,8.1,1008.4,86
11/9/2021,22.4,26.7,0.7,65,11.2,1010.5,78
11/10/2021,20.5,26.4,0,64,9.6,1010.9,71
11/11/2021,21.7,26.1,0,31,5.3,1010.3,77
11/12/2021,22.2,26.4,1.8,36,5.8,1010.7,78
11/13/2021,22.3,25.6,5.8,41,6.3,1010.4,82
11/14/2021,21.2,25.9,0.1,61,9.7,1010.3,76
11/15/2021,22,26.7,1.5,65,8.7,1008.9,76
11/16/2021,23.4,26.4,16,70,8.1,1008.9,84
11/17/2021,23.7,27.1,0.9,28,7,1009.3,83
11/18/2021,23.4,26.7,11.7,66,8.8,1008.7,83
11/19/2021,23.9,27.8,0.8,83,6.6,1007.3,80
11/20/2021,24.9,27.5,4.2,199,4.5,1007.2,86
11/21/2021,24.4,27.7,3.8,71,4.5,1008.2,83
11/22/2021,24.6,27.4,18.9,50,6,1008.7,85
11/23/2021,23.1,25.9,12.7,55,11.2,1009.9,85
11/24/2021,20.8,25.6,0,38,9.2,1011.2,76
11/25/2021,20.6,26,0,43,7.2,1011.2,73
11/26/2021,20.5,26.2,0,40,6.9,1011,72
11/27/2021,18.9,25.2,0,33,9.7,1011.5,69
11/28/2021,18,25.1,0,8,10.4,1011.4,65
11/29/2021,18.9,26.3,4.3,22,12.5,1010.3,65
11/30/2021,19.1,24.9,0.6,22,9.5,1010.4,71
12/1/2021,15.8,25.1,0,58,13.7,1011.7,57
12/2/2021,16.6,25.1,0,54,10.9,1013,60
12/3/2021,16.3,24.3,0,49,8,1014.5,63
12/4/2021,14.2,22.4,0,35,8.9,1014.7,61
12/5/2021,13.4,21.7,0,17,8.7,1014.6,60
12/6/2021,15.2,23.2,0,34,9,1013.3,62
12/7/2021,15.8,23.6,0,17,6.6,1013.5,63
12/8/2021,15.2,23.6,0,26,7.6,1013.8,61
12/9/2021,17.9,24.9,0.8,25,7.7,1013.8,66
12/10/2021,19.7,26.1,0,20,7.2,1013.1,69
12/11/2021,18.6,26.4,0,45,8.1,1012.9,64
12/12/2021,16.9,25.7,0,55,9,1013.1,60
12/13/2021,16.9,25.5,0,59,12.7,1012.7,60
12/14/2021,17.7,25.2,0,33,6.6,1011.5,64
12/15/2021,18.7,25.5,0,2,7.4,1010.6,68
12/16/2021,19,26.6,0,349,7.7,1010.2,65
12/17/2021,19.1,28.3,0.1,28,10.5,1010.3,59
12/18/2021,18,27.8,0,56,13.5,1011.1,56
12/19/2021,15.6,24.7,0,47,11.3,1012.6,58
12/20/2021,15.1,23.4,0,10,8,1012.8,61
12/21/2021,16,24.5,0,354,6.4,1012.2,61
12/22/2021,17.5,25.5,0,323,6.4,1011.4,62
12/23/2021,18.7,26,0.1,342,5,1010.8,65
12/24/2021,21.1,26.1,1.5,102,6,1010.8,76
12/25/2021,21.9,25.6,5.6,73,7.1,1011.9,81
12/26/2021,21.3,25.9,2.5,57,7.7,1013.5,77
12/27/2021,20.5,26.8,0,42,8.9,1013.9,70
12/28/2021,18.1,26.6,0,60,11.2,1013.6,60
12/29/2021,18,26.8,0,55,10.9,1013.4,60
12/30/2021,18.5,26.6,0,45,10.9,1014.4,62
12/31/2021,18,26.2,0,38,10.4,1014.6,62
1/1/2022,17.5,25.1,0,35,9.2,1014.5,64
1/2/2022,17.3,25,0,38,9.8,1013.9,64
1/3/2022,18.1,25.5,0,42,9.1,1012.3,65
1/4/2022,19.2,25.7,0,20,7,1012.4,69
1/5/2022,19.3,26.2,0,20,5.1,1011.8,68
1/6/2022,18,26.1,0,48,7.7,1011.9,64
1/7/2022,17.9,26.6,0,54,7.7,1012.6,61
1/8/2022,17.8,26.9,0,53,8.3,1012.3,60
1/9/2022,17.9,27.1,0,39,6.8,1011.2,60
1/10/2022,17.8,26.9,0,358,4.9,1011.6,60
1/11/2022,18.6,27,0,85,5.1,1012,64
1/12/2022,20.8,27.5,0.1,113,7.4,1012.6,71
1/13/2022,21,27.5,0.2,172,6.7,1012.6,71
1/14/2022,20.3,27.2,0.1,101,7.2,1012.6,70
1/15/2022,19.7,26.9,0,147,5.6,1012.2,70
1/16/2022,20.2,26.9,0,202,6.7,1012.2,69
1/17/2022,19.1,27.7,0,19,5.2,1012.2,63
1/18/2022,16.5,27.7,0,65,9.1,1011.7,52
1/19/2022,16.7,26.8,0,74,10.4,1010.7,55
1/20/2022,18.1,27,0.2,139,9.4,1009.7,60
1/21/2022,21.9,25.1,20.5,191,10.6,1010.3,83
1/22/2022,22,25.3,1.3,170,10.8,1009.1,83
1/23/2022,21.5,25.8,0.4,165,6.9,1009.2,79
1/24/2022,21,26,0.8,186,5.5,1009.5,77
1/25/2022,20.8,26.1,0,224,6.1,1009.5,75
1/26/2022,22.5,26.8,0.3,210,6.7,1009.7,79
1/27/2022,23.4,27.3,0.6,204,5.5,1009.8,81
1/28/2022,23.5,27.3,0.1,206,6.3,1009.9,81
1/29/2022,23.6,28,0.3,194,9.4,1009.1,79
1/30/2022,21.5,28,0,204,8.3,1008.7,71
1/31/2022,22.7,27.6,0.6,187,11.2,1008.7,76
2/1/2022,22.6,27.7,0.5,186,12.5,1009.4,75
2/2/2022,22.9,27.1,3.1,182,10,1010.7,78
2/3/2022,22.9,27.3,1.3,161,6.4,1010.4,78
2/4/2022,22.3,26.4,3.4,86,7.7,1010.5,80
2/5/2022,19.9,27.2,0,56,9.3,1011.1,67
2/6/2022,18.1,27.7,0,43,7.5,1011.6,57
2/7/2022,19.8,28.1,0,37,5.4,1010.5,63
2/8/2022,20.9,29,0.1,233,5.1,1009.9,63
2/9/2022,23.7,28.3,1.6,193,7.9,1010.2,77
2/10/2022,23.4,27.3,14.2,158,6.5,1010,80
2/11/2022,24,27.5,14,185,5.6,1009.1,82
2/12/2022,23.6,26.2,7.3,126,5.5,1008.5,86
2/13/2022,23.9,27.6,1.9,177,6.3,1006.8,81
2/14/2022,23.5,26.4,22.4,95,6.8,1008,85
2/15/2022,23.2,25.2,14.5,63,7.5,1008.8,89
2/16/2022,23,25,14.1,55,6.2,1007.8,89
2/17/2022,23.2,25.2,6.4,147,7.1,1007.2,89
2/18/2022,23.6,26,11.5,160,7.5,1008.3,87
2/19/2022,23.8,27.2,4.7,188,12.8,1009.1,83
2/20/2022,24.3,28,1.6,194,14.2,1008,81
2/21/2022,23.5,26.3,6.9,131,8.5,1009.7,85
2/22/2022,19.2,24.6,0,57,8.1,1012.6,72
2/23/2022,18.8,25.4,0.4,60,9.1,1013.6,68
2/24/2022,16.4,24.4,0,55,11.2,1014.6,62
2/25/2022,17.8,24.5,0,43,8.9,1014,68
2/26/2022,17.6,24.8,0,17,8,1013.2,66
2/27/2022,18.1,26.1,0,53,9,1011.8,63
2/28/2022,20.4,27.4,0,21,5.9,1011,67
3/1/2022,23.9,28,1,197,7.6,1010.6,80
3/2/2022,24.2,28.1,1.7,192,8.3,1010.5,80
3/3/2022,24.4,28.5,1.4,197,7.4,1010.2,80
3/4/2022,24.3,28.6,0.4,196,7.2,1009.1,79
3/5/2022,24.7,28.9,0.8,186,9.9,1008.2,79
3/6/2022,24.5,29.2,0,178,12.4,1008.5,77
3/7/2022,24.4,28.5,14.2,161,9.2,1009.4,80
3/8/2022,22.6,26.4,7.5,65,8.2,1010.2,81
3/9/2022,22.8,27.6,0,19,5.2,1008.8,77
3/10/2022,24.2,28.4,0.8,196,8.3,1007.8,79
3/11/2022,24.4,29,0.8,195,7.9,1007,77
3/12/2022,24.5,29.3,0.7,188,7.1,1006.3,77
3/13/2022,25.3,29.2,0.4,187,8.5,1006.5,81
3/14/2022,25,29.3,0,186,12.5,1007.3,79
3/15/2022,24.6,29.4,0,191,11.9,1006.1,77
3/16/2022,24.1,29.1,1.4,186,12.5,1006.4,75
3/17/2022,24.1,29.3,0.5,186,10.3,1006.5,75
3/18/2022,23.9,28.4,3.2,162,8.1,1006.9,77
3/19/2022,22.4,28.1,0.1,166,7,1005.8,72
3/20/2022,24.1,27.7,10.4,146,9.3,1006.6,82
3/21/2022,23.7,27.9,2.8,164,13.8,1007.9,79
3/22/2022,24.1,27.6,6.1,169,10.1,1008.7,82
3/23/2022,24.1,26.7,8.1,167,8.5,1008.9,86
3/24/2022,24.4,27.7,6.4,194,8,1008.4,82
3/25/2022,24.6,28.4,6,192,9.3,1008.9,81
3/26/2022,24.9,29.3,0,194,10.6,1009.8,78
3/27/2022,24.9,29.6,0.1,190,9.4,1009.2,77
3/28/2022,24.7,29,1.5,156,8.6,1008.9,79
