date,temperature_2m_mean,dew_point_2m_mean,relative_humidity_2m_mean,pressure_msl_mean,wind_speed_10m_mean,winddirection_10m_dominant,precipitation_sum
3/30/2024,31.7,23.9,66,1011.2,7.6,173,0.3
3/31/2024,32.5,23.1,64,1010.5,7.8,188,0
4/1/2024,32.2,21,59,1007.9,6.7,202,0
4/2/2024,31.8,21.8,62,1006.8,7.3,182,0
4/3/2024,31.9,24.1,69,1007.4,8.3,176,0
4/4/2024,32.1,23.4,66,1007.3,7.2,179,0
4/5/2024,31.7,25.7,74,1006.6,8.1,170,0
4/6/2024,32,25.6,72,1007,7.8,169,0
4/7/2024,32,25,70,1006.7,7.5,168,0
4/8/2024,32.3,24.2,66,1007.5,7,168,0
4/9/2024,32.4,24.4,66,1007.6,7.2,160,0.4
4/10/2024,31.6,25,70,1009.6,6.3,103,1.1
4/11/2024,32.3,24.7,68,1009.6,5.4,138,0
4/12/2024,32.2,24.3,66,1008.7,5.9,157,0
4/13/2024,32.2,24.5,67,1008.3,7,169,0.1
4/14/2024,31.9,24,67,1008.9,7.5,167,0
4/15/2024,31.9,24.6,68,1009,7.2,166,0
4/16/2024,31.7,24.1,68,1008.1,7.3,170,0
4/17/2024,32,24,67,1007.3,7.2,181,0
4/18/2024,32.7,23,62,1006.1,7.6,186,0
4/19/2024,32.6,23.2,62,1005,8.1,204,0
4/20/2024,32.6,22.1,59,1005.1,6.6,223,0
4/21/2024,32.6,22.3,58,1005.7,6.2,213,0
4/22/2024,33,23.5,61,1005.5,7.7,179,0
4/23/2024,32.9,25.1,68,1005.3,8.6,182,0
4/24/2024,32.6,25.2,69,1005.6,8.5,172,0
4/25/2024,32.6,24.4,66,1005.8,7.5,170,0
4/26/2024,32.5,24.3,65,1005.2,8.1,170,0
4/27/2024,33.1,23.3,64,1004.9,7.5,183,0
4/28/2024,32.9,25.2,68,1006.1,8.4,177,0
4/29/2024,33.3,24.7,66,1006.5,7.7,177,0
4/30/2024,33,23.7,63,1004.5,8.4,198,0
5/1/2024,33.4,24,62,1003.7,6.8,210,0
5/2/2024,33,24.2,64,1004.7,8,183,0
5/3/2024,33.2,23.4,61,1006,7.2,199,0
5/4/2024,33.3,24,63,1005.7,6.6,189,0.2
5/5/2024,33.5,23.4,60,1005.1,5.9,196,0
5/6/2024,33,25.9,69,1006.7,7.1,170,0.2
5/7/2024,30.2,25.8,78,1009.4,7,150,3.6
5/8/2024,30.1,23.7,71,1009,3.2,139,0
5/9/2024,31.3,24,68,1007.8,6.2,157,0.2
5/10/2024,31.1,24.7,71,1008.9,5.9,152,1
5/11/2024,30.2,25.4,77,1010.3,4.8,83,4.7
5/12/2024,30.9,24.4,71,1009.2,2.8,236,0
5/13/2024,31.2,25.1,72,1008.2,6.2,199,3.8
5/14/2024,29.9,25.1,77,1008.8,4.4,54,0.1
5/15/2024,32.2,24.2,65,1008.3,4.4,158,0
5/16/2024,31.3,26.2,76,1008.2,7.1,135,4.8
5/17/2024,30.7,25.9,77,1007.9,4.3,166,6.3
5/18/2024,30.9,25.3,74,1006.2,4.7,185,1.2
5/19/2024,30.8,25.4,76,1004.6,5.8,197,11
5/20/2024,30.8,25.4,76,1004.6,5.7,218,1.4
5/21/2024,29.9,25.6,80,1006,4.7,216,26
5/22/2024,28,25.8,88,1006.8,3.4,172,8.2
5/23/2024,27.8,26.1,91,1006.4,4.3,188,4.7
5/24/2024,28.5,25.8,86,1006.3,4.3,170,2.4
5/25/2024,29.4,25.7,82,1007,6,169,3
5/26/2024,29.9,25.7,80,1007.6,5.9,175,4.9
5/27/2024,30.8,24.9,73,1006.8,6.2,227,0.4
5/28/2024,30.7,23.8,68,1006.5,5.3,231,0.2
5/29/2024,30.4,24.8,73,1006.1,5.4,237,3
5/30/2024,30.1,25,75,1005.8,5.9,229,8.9
5/31/2024,29.6,25.7,81,1006,6.3,209,12.4
6/1/2024,28.8,25.4,82,1008.4,5.9,191,4.8
6/2/2024,29.9,23.6,70,1009.8,5.9,243,0.1
6/3/2024,29.7,23.9,72,1008.8,6.2,245,0.1
6/4/2024,29.9,24.9,75,1007.9,5.8,249,1.5
6/5/2024,29.6,24.1,73,1008.2,6.5,242,0.2
6/6/2024,29.8,23.9,72,1008.7,5.6,215,2.8
6/7/2024,29.7,23.7,71,1007.5,6.5,233,1.5
6/8/2024,29.8,23.1,68,1006,7.8,242,0
6/9/2024,29,23.2,72,1005.4,8.3,240,0
6/10/2024,27.5,23.6,80,1006.7,8.1,207,7.7
6/11/2024,29.4,23.1,70,1008,8.1,213,0
6/12/2024,29.4,23.6,72,1009.5,6.7,228,0
6/13/2024,30.3,23.6,69,1008.4,7.3,243,0.1
6/14/2024,29.9,24.3,73,1006.4,6.3,238,6.9
6/15/2024,31.1,23.4,66,1005.6,6.1,241,0.6
6/16/2024,30.8,23,65,1006.2,7.7,250,0.4
6/17/2024,29.9,23.8,71,1006.9,6.8,233,2.6
6/18/2024,30.2,23.4,69,1006.4,6.4,232,3.2
6/19/2024,30.3,23.4,69,1005.6,6.2,231,1.6
6/20/2024,30.3,23.3,67,1005.4,6.9,250,0.8
6/21/2024,29.5,24.3,74,1004.6,6.6,235,6
6/22/2024,29.8,23.4,69,1003.7,7.2,229,1
6/23/2024,29.3,22.7,68,1004.8,8,230,0.1
6/24/2024,27.9,22.9,75,1005,7.3,224,1.1
6/25/2024,28.8,22.8,71,1004.9,7.5,219,0.5
6/26/2024,27.8,24.1,81,1006.5,5.8,191,5.6
6/27/2024,28.7,23.8,76,1008,4.2,204,6.4
6/28/2024,29.8,24.6,76,1007.4,5.5,212,8.2
6/29/2024,28.8,25.6,84,1007.8,5.6,175,7.7
6/30/2024,29,24.4,78,1008.8,5.7,208,1.4
7/1/2024,28.8,23.5,74,1007.9,6.7,249,0.3
7/2/2024,29.6,23,69,1006.2,6.8,259,0.3
7/3/2024,29.7,24.3,75,1007.1,5,208,15.5
7/4/2024,28.1,25.2,85,1008.9,5.2,176,2.7
7/5/2024,28.2,24.9,84,1007.1,5.6,198,11.7
7/6/2024,28.4,24.4,81,1005.5,5.6,227,4
7/7/2024,29.5,23.8,73,1005.6,5.1,220,0
7/8/2024,29.3,25.1,79,1006,4.5,185,9
7/9/2024,29.2,24.6,78,1007.5,4.8,230,9.4
7/10/2024,29.3,25,79,1008.1,6.1,204,18.4
7/11/2024,28.8,24.1,77,1007.2,6.7,231,1.7
7/12/2024,28.1,23.4,77,1005.9,6.4,223,3
7/13/2024,27.9,23.5,77,1004.8,7.5,242,1.3
7/14/2024,28.5,23,73,1004.9,7,228,0.1
7/15/2024,28.2,23.9,78,1005.3,5.2,249,0.3
7/16/2024,27.5,23.4,79,1005,6.5,252,0.9
7/17/2024,27.6,23,77,1004.4,6.2,242,1.6
7/18/2024,27.7,23.5,78,1005.6,6.4,232,1.4
7/19/2024,28.3,23.9,78,1005.6,7,216,0.8
7/20/2024,28.7,24.4,78,1006.8,5.7,224,3.5
7/21/2024,29.2,24.6,77,1007,5.4,225,8.4
7/22/2024,29,23.8,74,1007.5,7.8,256,0
7/23/2024,28.4,24,78,1006.8,6.5,243,1.1
7/24/2024,27.7,23.9,81,1004.5,7.7,230,0.2
7/25/2024,27.3,24.4,85,1003.4,7.8,233,0.2
7/26/2024,27.3,25.7,91,1004.4,5.7,218,2.9
7/27/2024,28.2,25.9,88,1005.9,5.4,202,5.8
7/28/2024,28.2,25,83,1005.8,6.3,213,0.9
7/29/2024,27.8,24.3,81,1005.9,6.4,213,1
7/30/2024,28.2,24.2,80,1007.1,6.3,216,0.4
7/31/2024,28.5,24.5,79,1008.3,6.4,198,1.2
8/1/2024,28.5,24.9,82,1009,5.2,188,8.6
8/2/2024,28.4,24.9,82,1008.7,3.4,210,4.9
8/3/2024,28.4,25,83,1008.8,4.8,201,25.9
8/4/2024,27.7,24.8,85,1009.2,5.1,202,13
8/5/2024,28.2,24.6,82,1008.2,5.7,225,17.1
8/6/2024,29.1,23.9,75,1007.1,6.1,239,0.3
8/7/2024,28.4,24.5,80,1007.9,5.6,218,17.3
8/8/2024,29,24.6,79,1008.6,5.2,240,0.1
8/9/2024,29.9,24.2,73,1007.9,6.8,240,0.6
8/10/2024,30.6,24.1,70,1006.4,8,240,0.5
8/11/2024,30.9,23.5,67,1004.7,8.6,252,0
8/12/2024,30.1,24,71,1005,7.8,238,0.6
8/13/2024,29.1,24.7,78,1006.6,5.8,211,3.7
8/14/2024,29.2,24.9,79,1006.8,5.9,225,7
8/15/2024,29.7,25,78,1006.1,6,228,4.8
8/16/2024,29.7,25.2,79,1005.7,6.4,225,4.8
8/17/2024,29.4,24.5,76,1007.1,5.4,223,7.9
8/18/2024,29.9,24.6,75,1007.6,5,216,6.7
8/19/2024,30,24.3,74,1007.1,5.7,225,3
8/20/2024,29.3,24.8,78,1008.2,4.6,216,8.2
8/21/2024,28.8,24.7,80,1009,4.1,229,1.9
8/22/2024,29.9,23.9,72,1008.6,5.6,223,2
8/23/2024,29.9,23.7,71,1009.2,5.4,223,1.6
8/24/2024,29,25.3,82,1009.2,3.6,209,17.4
8/25/2024,28.9,24,76,1008.3,5.3,258,0.7
8/26/2024,29,23.4,73,1007.2,5.8,246,5.5
8/27/2024,29.4,24,74,1007.2,6.5,221,7.3
8/28/2024,28.4,24.8,82,1006.9,5.6,197,6
8/29/2024,28.2,24,79,1007.2,6.5,212,5.2
8/30/2024,28.5,22.6,72,1008,6.7,242,0.3
8/31/2024,28.8,23.1,72,1007.8,6.6,259,0.6
9/1/2024,28.9,23.6,74,1006.4,6.7,265,8.5
9/2/2024,28.2,24.9,83,1006.3,3.9,258,23.3
9/3/2024,27.7,25.6,89,1007.3,4.6,195,15
9/4/2024,28.2,24.5,81,1006.1,5.8,230,1.8
9/5/2024,28.7,23.4,74,1005,7.3,249,0.5
9/6/2024,28.7,23.2,73,1005,7.8,266,0.1
9/7/2024,29,23.7,74,1005.9,6.9,248,0.2
9/8/2024,28.7,24.8,80,1007.1,5.9,229,2.1
9/9/2024,28.8,24.4,78,1006.4,6.9,233,0.1
9/10/2024,28.6,24.9,81,1005.9,6.1,232,3.2
9/11/2024,28.5,25,82,1007.3,5.1,216,10.3
9/12/2024,28.3,25,83,1007.8,5,217,12.1
9/13/2024,28.4,25.3,85,1006.4,5.6,220,4
9/14/2024,28.6,24.7,80,1005,6,236,2.7
9/15/2024,28.5,23.6,76,1004.6,7.8,263,1.9
9/16/2024,28.9,23.6,75,1004.4,6.3,269,1.7
9/17/2024,29.1,24.4,77,1003.6,6.2,282,9
9/18/2024,27.7,24.8,85,1002.9,5.7,292,16.6
9/19/2024,28.1,24.8,83,1002.6,4.1,263,2.9
9/20/2024,28.5,24.3,79,1002.4,6.3,242,3.2
9/21/2024,27.9,24.9,84,1003.7,5.4,205,4.5
9/22/2024,27.8,25,85,1005.1,5.3,195,4
9/23/2024,28,24.4,82,1007.7,4.2,206,8.7
9/24/2024,27.7,25.6,89,1009.3,3.1,151,18.7
9/25/2024,27.8,24.8,85,1010,3.3,135,1.4
9/26/2024,28.4,25.4,85,1009.8,3.3,119,11.6
9/27/2024,28.5,25.3,84,1009.7,4.6,80,13.4
9/28/2024,28.9,25.3,82,1008.9,5.1,130,13.5
9/29/2024,29.7,25.1,78,1008.2,5.2,203,2.9
9/30/2024,30.1,24.3,73,1006.5,7.4,238,0.5
10/1/2024,29.3,24.8,79,1006.2,5.8,196,15.1
10/2/2024,28.3,25.7,87,1008.1,3.1,145,15.7
10/3/2024,27.4,25.2,88,1009.7,3.8,79,35.9
10/4/2024,27,24.7,88,1010.8,4.5,65,11.7
10/5/2024,28,24.2,81,1010,4.4,29,3.7
10/6/2024,28.6,23.9,77,1010.4,4.5,52,0.8
10/7/2024,28.6,24.2,79,1011.3,4.6,23,2.5
10/8/2024,28.7,24.5,79,1010.8,4.7,8,3.4
10/9/2024,27.7,25.1,86,1010.2,3,272,11.6
10/10/2024,28,25.4,87,1009.3,3.5,83,10.5
10/11/2024,28.2,25.1,84,1009.3,4.3,19,5.7
10/12/2024,28.8,25.1,82,1009.7,3.9,38,10.9
10/13/2024,27.8,25,85,1010.1,5,341,16.1
10/14/2024,28.6,25.3,84,1009.4,3.2,173,0.6
10/15/2024,29.6,24.6,76,1009.1,3.2,152,0.7
10/16/2024,28.7,25.9,85,1009.7,4.1,126,7.1
10/17/2024,28.9,24.9,81,1009.6,2.7,107,2.4
10/18/2024,28,25.1,85,1009.3,4,67,21.3
10/19/2024,27.2,25.2,90,1009.9,3.6,90,34.5
10/20/2024,26.9,25.1,91,1010.8,5.5,88,16.4
10/21/2024,28,25,85,1010.6,2.9,43,13.1
10/22/2024,27.8,25,85,1010.2,5.2,351,16.8
10/23/2024,27.8,24.7,84,1010.8,4.9,328,11.7
10/24/2024,28.4,24.6,81,1010.1,4.4,326,0.9
10/25/2024,29.1,24,75,1008.6,5.1,286,0.5
10/26/2024,29.6,24,73,1006.3,6.1,278,0
10/27/2024,29.7,24.3,74,1004.3,8.2,273,1
10/28/2024,28.1,24.8,83,1005.5,5.5,45,10.9
10/29/2024,28,24.5,82,1007.5,3.6,238,6.8
10/30/2024,28.1,24.4,82,1009.3,3.5,46,6
10/31/2024,28.3,23.5,77,1009.2,4.4,339,4.6
11/1/2024,28.9,23.9,76,1008.9,4.7,308,0.8
11/2/2024,27.8,24.2,82,1010.3,5.7,18,8.4
11/3/2024,27.8,20.8,68,1010.9,7.5,25,0
11/4/2024,27.7,22.3,73,1010.6,4.9,24,0.4
11/5/2024,27.3,23.1,79,1011.4,5.3,26,9.4
11/6/2024,26.3,23.6,86,1012.6,4.9,346,10.4
11/7/2024,26.6,23.3,82,1012.2,4.4,346,5.8
11/8/2024,27.2,22.7,77,1012,4.8,5,0.6
11/9/2024,27.9,22.3,73,1011.4,6.3,13,0
11/10/2024,27.7,21.9,73,1011.2,5.1,21,0
11/11/2024,27.6,21.8,72,1010.6,4,17,0
11/12/2024,27.9,22.8,76,1009.8,4.4,7,0
11/13/2024,28.2,23.4,77,1008.5,3.9,339,0
11/14/2024,28.7,24.1,77,1008.6,4.5,34,0
11/15/2024,27.2,25.4,90,1009.2,3.6,165,8.9
11/16/2024,28.5,24.9,82,1008.5,4,162,0
11/17/2024,28,24.9,84,1009,5.5,58,14.4
11/18/2024,27.6,23,78,1010.2,7.3,15,4.3
11/19/2024,27.7,22.3,74,1010.8,6.7,30,0
11/20/2024,27.8,22.2,73,1010.4,6.5,19,0.1
11/21/2024,27.7,21.7,71,1010.1,6.4,21,0
11/22/2024,27.7,21.4,70,1010.4,6.3,24,0
11/23/2024,27.8,21.5,70,1011,6.8,26,0
11/24/2024,27.9,22.1,72,1010.9,5.4,28,0
11/25/2024,28.2,22.7,74,1010.2,6.2,30,0.5
11/26/2024,28.5,23,74,1010,5.1,22,0
11/27/2024,28.3,22.5,73,1010.2,6.1,47,0
11/28/2024,27.5,20.1,66,1011.9,8.7,30,0
11/29/2024,25.4,17.2,62,1013,9.5,29,0
11/30/2024,24.5,17.4,67,1011.5,6.8,19,0
12/1/2024,25.2,18.7,70,1009.8,5.3,6,0
12/2/2024,26.3,20.4,72,1009.1,3.3,342,0
12/3/2024,27.2,20.9,71,1009.5,5.1,17,0
12/4/2024,27.5,21.3,71,1009.3,5,27,0
12/5/2024,27,21.8,75,1009.4,4.5,9,0
12/6/2024,27,21.8,75,1009.1,2.9,347,0
12/7/2024,27.1,22.3,77,1009.6,4.6,21,0
12/8/2024,27,22.4,77,1010.4,6,25,0
12/9/2024,25.9,20.9,75,1010.6,6.2,6,0
12/10/2024,26.5,21.1,74,1009.5,4.9,3,0
12/11/2024,27.5,21.3,71,1008.8,6.2,7,0
12/12/2024,27.4,21.9,73,1008.5,6.7,22,0
12/13/2024,26.2,22.3,79,1009.9,5.6,10,0.3
12/14/2024,26.1,20.5,72,1011.8,7.3,19,0.1
12/15/2024,25.3,16.6,59,1013.9,9.8,29,0
12/16/2024,24.9,16.1,59,1014.3,7.6,28,0
12/17/2024,25.2,17.5,64,1013.2,7.7,13,0
12/18/2024,25.6,18.8,68,1012.6,7.2,25,0
12/19/2024,25,17.1,64,1013,7.4,23,0
12/20/2024,23.4,15.8,65,1012.6,6.8,18,0
12/21/2024,23.1,16.8,70,1012.5,5.1,23,0
12/22/2024,22.4,16,69,1012.7,6.5,29,0
12/23/2024,22.7,15.2,65,1012.3,7.3,23,0
12/24/2024,24.5,17.4,67,1012.5,7.6,18,0
12/25/2024,25,17.6,66,1013.4,8.1,18,0
12/26/2024,25.6,18.8,68,1014.1,8.1,12,0
12/27/2024,27.5,20.5,67,1013.6,6.8,22,0
12/28/2024,27,20.3,68,1014.1,7.8,28,0
12/29/2024,25.9,17.3,60,1014.3,7.5,25,0
12/30/2024,25.4,18.7,68,1013.6,4.1,16,0
12/31/2024,24.6,17.5,67,1013.2,5.7,23,0
1/1/2025,24.7,17.6,67,1011.7,5.7,18,0
1/2/2025,24.6,17.5,67,1011.6,5.9,20,0
1/3/2025,24.2,17.4,68,1012.2,7.8,24,0
1/4/2025,24.6,17,65,1011.9,6.8,16,0
1/5/2025,24,15.4,61,1013.6,8.1,25,0
1/6/2025,23.3,15.1,62,1013,6,17,0
1/7/2025,24.1,15.8,63,1012.2,3.3,13,0
1/8/2025,24.7,17.7,67,1011.8,3.9,67,0
1/9/2025,25.3,19.2,71,1012.7,4.4,35,0
1/10/2025,24.9,18.3,69,1015.2,8.3,29,0
1/11/2025,23.2,15.2,62,1016.8,9.4,29,0
1/12/2025,21,11.5,56,1017.9,11.8,25,0
1/13/2025,20.6,11.7,59,1015.4,7.9,15,0
1/14/2025,21.7,13.9,63,1014.9,6.4,10,0
1/15/2025,24,16.3,64,1014.4,8.9,12,0
1/16/2025,25.5,16.9,60,1014.4,9.3,19,0
1/17/2025,24.5,16.1,61,1013.7,8.1,23,0
1/18/2025,23.9,16.2,64,1012.5,5.9,20,0
1/19/2025,23.8,15.9,64,1011.3,5.1,10,0
1/20/2025,23.7,16.6,67,1010.4,3.5,5,0
1/21/2025,23.7,16.4,67,1010.6,3.8,75,0
1/22/2025,23.9,16.6,66,1010.7,3.9,162,0
1/23/2025,23.8,17.4,69,1010.9,3.2,187,0
1/24/2025,24.1,17.3,69,1009.6,4.1,198,0
1/25/2025,26.2,18.7,66,1009.1,3.5,182,0
1/26/2025,26.5,20.3,72,1009.4,4.8,152,0
1/27/2025,24.4,17.8,68,1011.3,8.5,23,0.4
1/28/2025,23.4,15.4,62,1014.2,8.2,12,0
1/29/2025,23.4,16.1,65,1015.4,6.9,14,0
1/30/2025,23.9,17.2,69,1012.5,4.6,64,0
1/31/2025,24.8,16.3,61,1010.8,3.6,162,0
2/1/2025,25.7,17.7,63,1009.3,3.2,137,0
2/2/2025,26.6,19.1,66,1008.6,3.7,162,0
2/3/2025,27.3,20.6,69,1009,3,160,0
2/4/2025,26.6,22.9,81,1010.9,7.3,107,0.4
2/5/2025,26.5,20.8,73,1010.5,5.6,116,0
2/6/2025,27,21.6,75,1009.5,5.7,152,0
2/7/2025,27.3,21.5,74,1010.4,4.6,145,0
2/8/2025,27.3,21.3,72,1011.2,6.2,84,0.4
2/9/2025,25.3,17.8,65,1012.5,6.9,25,0
2/10/2025,25.2,17.3,64,1012.8,5.4,19,0
2/11/2025,26,17.7,64,1012.1,3.2,40,0
2/12/2025,26.8,17.8,61,1011.3,2.9,114,0
2/13/2025,27.1,18.8,63,1010.6,3.8,171,0
2/14/2025,27.3,20.3,69,1010,4.9,166,0
2/15/2025,28,21,69,1009,4.2,170,0
2/16/2025,27.8,20.1,66,1009.5,6,196,0
2/17/2025,28.1,22.8,76,1011.1,7.4,158,0
2/18/2025,27.9,23.7,79,1011.8,6,146,0.7
2/19/2025,28.1,23.7,79,1011.6,4.7,120,2.8
2/20/2025,28.4,22.8,74,1011.7,4.9,60,7.4
2/21/2025,28.4,23.7,77,1012.2,5.6,100,1.2
2/22/2025,29,22.8,71,1012.4,5.5,43,0.3
2/23/2025,29.2,23.2,72,1013,6.3,98,1.8
2/24/2025,26.1,22,78,1015.5,7.7,19,7.1
2/25/2025,24.6,20.2,77,1016.9,10.2,7,0
2/26/2025,26,20.8,75,1015.7,8.5,11,0
2/27/2025,28.3,21.9,70,1012.5,4.2,15,0.3
2/28/2025,29.4,22.1,67,1011.1,5.3,158,0.4
3/1/2025,29.4,23.3,72,1009.8,6.9,168,0.1
3/2/2025,29.6,23.9,74,1008.1,7,164,0
3/3/2025,30,23.7,72,1007.9,8.2,168,0
3/4/2025,29.6,23.8,73,1007.6,9.2,167,0
3/5/2025,30.2,22.8,69,1007,7.7,172,0
3/6/2025,29.6,23.7,73,1008.1,8.1,161,0
3/7/2025,28.9,24.1,77,1008.8,7.5,130,0.2
3/8/2025,26.4,22.8,82,1011.2,6.4,41,12
3/9/2025,27.5,21.2,71,1012.3,5.9,22,0
3/10/2025,29.5,22,67,1011.7,5.3,51,0
3/11/2025,30.3,23.1,67,1010.3,4.7,144,0.2
3/12/2025,30.1,23.6,70,1008.7,6.1,177,0.2
3/13/2025,29.2,24.4,77,1009.2,6.3,165,4.2
3/14/2025,29.3,24,76,1010.1,5.9,159,0.5
3/15/2025,30.2,23.3,70,1010.1,7,163,0.1
3/16/2025,30.7,23.7,69,1009.2,6,167,0
3/17/2025,30.1,24.3,74,1009.7,8.6,150,0.3
3/18/2025,29.9,24.2,73,1011.1,6.5,131,0.6
3/19/2025,29.1,21.1,64,1014.4,7.3,31,0.7
3/20/2025,26.4,17.4,59,1016.2,8.2,28,0
3/21/2025,25.4,17.7,64,1016,6.4,28,0
3/22/2025,26.8,18.5,62,1014,4.5,14,0
3/23/2025,27.7,19.9,65,1012.4,3.2,16,0
3/24/2025,28.5,20.4,64,1009.6,3.8,173,0
3/25/2025,29.5,23.1,71,1006.4,7.5,176,0
3/26/2025,30.2,23.8,73,1005.2,8.3,177,0
3/27/2025,30.3,22.5,68,1004.6,6.3,196,0
3/28/2025,29.5,19,58,1005.7,6.1,217,0
3/29/2025,29.5,22.3,68,1006.8,6,170,0
3/30/2025,29.9,24.5,74,1009.2,7.3,150,1.8
3/31/2025,28,25.1,85,1010.4,4.4,88,16.5
4/1/2025,29.5,24.3,76,1009.7,4.7,119,0.7
4/2/2025,29.8,24.2,73,1010.3,4.6,129,0.4
4/3/2025,29.3,24.2,75,1011.2,4.8,148,0.5
4/4/2025,30.2,23.1,68,1010.1,5.5,166,0.1
4/5/2025,30.2,23.1,69,1009.4,7.2,169,0
4/6/2025,30.2,22.8,68,1009.3,7.4,165,0
4/7/2025,29.2,24.1,75,1010.8,6.8,142,1
4/8/2025,30,24.2,73,1011.6,5,148,0.5
4/9/2025,31,23.3,67,1009.4,6.9,162,0
4/10/2025,29.4,24.3,76,1008.1,3.8,202,14.6
4/11/2025,29.9,23.9,74,1006.9,6.4,194,6.6
4/12/2025,29.7,24.4,75,1007.8,4.9,202,3.1
4/13/2025,30.7,24.4,71,1008.3,4.6,144,0.2
4/14/2025,29.1,25.2,80,1009.9,6.5,73,6.8
4/15/2025,29.5,24.5,76,1009.8,5.1,36,6.9
4/16/2025,29.8,25,77,1009.3,4.2,185,2.2
4/17/2025,30.2,23.8,71,1008.4,5.5,234,0.4
4/18/2025,30,23.6,71,1007.9,6.5,221,2.2
4/19/2025,30.1,24.3,73,1007.2,4.9,187,0.9
4/20/2025,31,23.6,68,1007.6,6.2,175,0
4/21/2025,31.1,23.6,68,1009.2,5.8,174,0
4/22/2025,31.2,22.6,64,1009.4,7.4,173,0
4/23/2025,31.5,23.6,66,1007.8,6.2,196,0.1
4/24/2025,31.2,23.6,67,1007.6,6.2,198,0.1
4/25/2025,31.7,23.9,67,1007.3,5.3,185,0
4/26/2025,31.7,24.2,67,1008,7.1,172,0.5
4/27/2025,30.3,24.9,74,1009.1,5.8,156,1.4
4/28/2025,30.1,24.6,75,1008.4,3.7,148,0.3
4/29/2025,29.3,24.2,76,1009.1,3.9,69,0.5
4/30/2025,30.8,23.7,68,1008.4,5.3,152,0.1
5/1/2025,30.3,24.2,72,1009.4,6,78,3.3
5/2/2025,29.7,24.6,75,1008.6,6.6,82,11.6
5/3/2025,29.1,24.2,76,1008.3,4.2,188,8.4
5/4/2025,29.7,24.7,77,1007.3,4.4,182,5.1
5/5/2025,30.2,24.6,74,1006.6,5,188,5.3
5/6/2025,30.8,25.2,74,1006.2,5.3,182,10.2
5/7/2025,30.6,24.8,73,1005.6,5.5,176,2.6
5/8/2025,30.7,24.5,72,1005.8,5.1,202,1.3
5/9/2025,31.1,24.2,69,1006.1,5.8,234,6.9
5/10/2025,29.5,25.4,80,1006.5,4.8,211,23.7
5/11/2025,28.4,25.2,84,1006.1,4.1,130,3.1
5/12/2025,27.5,25.6,90,1006.3,4.4,62,8
5/13/2025,27.6,25.4,88,1007.4,3.6,130,19
5/14/2025,27.6,25.6,89,1008.5,4.9,140,13.2
5/15/2025,27.7,25.7,89,1009.2,4.3,147,12.4
5/16/2025,28.4,26,88,1008.9,3.7,141,8.8
5/17/2025,28.7,26,86,1008.8,3.8,146,3.4
5/18/2025,29.2,25.9,83,1008.3,3.5,141,1.4
5/19/2025,29.7,25.4,79,1007.4,5.1,175,2.1
5/20/2025,30.4,25.5,77,1006.9,4.3,159,3.1
5/21/2025,29.9,25.7,79,1007.3,5,202,5.7
5/22/2025,30.9,24.7,73,1005.8,4.1,205,1.2
5/23/2025,30.5,24.2,71,1004,7.8,238,18.5
5/24/2025,29.4,25.2,80,1004.8,4.8,185,1
5/25/2025,28,26,89,1006.6,4.8,112,33.6
5/26/2025,27.6,25.7,90,1007.2,5.5,130,25.6
5/27/2025,27.8,25.2,86,1007,4,168,14.9
5/28/2025,29.4,24.1,75,1006.2,4.9,200,12.2
5/29/2025,29.2,25.7,82,1006.8,5.4,200,5.4
5/30/2025,29.2,25.6,82,1008.3,5.8,189,6.7
5/31/2025,29.1,25.3,81,1009.1,5.6,189,7
6/1/2025,28.9,25,81,1008.5,5.8,216,2.5
6/2/2025,29.3,23.8,73,1007.6,6.9,218,2.5
6/3/2025,28.9,23.7,74,1007.3,6.5,222,0.3
6/4/2025,30.3,23.4,69,1007.1,6.9,245,0.3
6/5/2025,30.4,23.6,69,1007.1,7.3,251,0.3
6/6/2025,30.2,23.6,69,1006.8,7,246,0.2
6/7/2025,30,23.8,71,1006.3,7.4,241,3.3
6/8/2025,29.9,24.5,74,1005.2,6.5,216,9
6/9/2025,29.9,23.9,72,1004.6,6.2,203,2.6
6/10/2025,29.3,24.1,74,1004.3,6,215,2.2
6/11/2025,29.6,22.8,68,1004.8,7.5,262,0
6/12/2025,29,23.4,73,1004.9,7.1,239,0.1
6/13/2025,27.7,24.2,82,1006,5.6,220,4.5
6/14/2025,27.8,24.3,82,1007,5.6,207,0.6
6/15/2025,28,24.4,81,1007.5,5.9,224,1.7
6/16/2025,28.3,24.1,78,1007.8,5.3,238,0
6/17/2025,29.3,24,74,1008.5,6,243,2.3
6/18/2025,29.5,23.6,72,1007.7,6.4,245,12.5
6/19/2025,29.3,24,74,1007.8,6.1,251,2.8
6/20/2025,29.4,22.6,68,1007.3,7.9,259,0.6
6/21/2025,29.3,23.5,72,1006.2,6.9,233,3
6/22/2025,28.2,23.3,75,1006.2,7.2,221,3.7
6/23/2025,27.8,22.7,75,1006.4,6.7,205,0.5
6/24/2025,28.5,23.5,76,1006.3,7,193,2
6/25/2025,28.8,23.6,74,1007.2,5.8,220,3.6
6/26/2025,29.3,22.9,69,1007.6,6.6,246,5.3
6/27/2025,27.6,22.9,76,1007.5,6.6,236,0.4
6/28/2025,27.6,22.2,74,1006.8,7.2,246,0
6/29/2025,27.5,22.9,77,1006,6.3,222,0.5
6/30/2025,26.6,23.8,85,1005.9,5.3,220,1.3
