date,dew_point_2m_mean,temperature_2m_mean,precipitation_sum,wind_speed_10m_mean,surface_pressure_mean,relative_humidity_2m_mean,pm25,station,wind_dir_sin,wind_dir_cos,month_sin,month_cos
2023-07-08,23.8,26.6,16.8,8.7,1005.1,86,9.5,42T,-0.5591929034707467,-0.8290375725550417,-0.4999999999999997,-0.8660254037844388
2023-07-09,23.8,25.3,6.1,11.7,1004.6,92,10.6,42T,-0.4226182617406993,-0.90630778703665,-0.4999999999999997,-0.8660254037844388
2023-07-10,23.7,26.3,9.7,12.1,1004.5,86,7.2,42T,-0.43837114678907707,-0.8987940462991671,-0.4999999999999997,-0.8660254037844388
2023-07-11,24.0,26.3,13.7,11.2,1005.0,87,8.8,42T,-0.48480962024633695,-0.8746197071393959,-0.4999999999999997,-0.8660254037844388
2023-07-12,23.9,27.9,1.3,8.3,1005.0,81,12.8,42T,-0.5299192642332048,-0.8480480961564261,-0.4999999999999997,-0.8660254037844388
2023-07-13,23.5,28.1,1.2,10.7,1005.3,77,13.3,42T,-0.5299192642332048,-0.8480480961564261,-0.4999999999999997,-0.8660254037844388
2023-07-14,22.6,28.5,1.3,12.0,1005.6,72,16.2,42T,-0.7986355100472928,-0.6018150231520483,-0.4999999999999997,-0.8660254037844388
2023-07-15,23.6,27.7,3.9,11.5,1004.6,79,14.2,42T,-0.6427876096865393,-0.766044443118978,-0.4999999999999997,-0.8660254037844388
2023-07-16,22.9,28.2,0.7,16.3,1003.3,75,10.8,42T,-0.8386705679454242,-0.544639035015027,-0.4999999999999997,-0.8660254037844388
2023-07-17,23.7,26.0,6.5,14.9,1003.0,88,7.8,42T,-0.7660444431189779,-0.6427876096865395,-0.4999999999999997,-0.8660254037844388
2023-07-18,23.6,25.8,4.6,15.4,1003.3,88,9.3,42T,-0.743144825477394,-0.6691306063588585,-0.4999999999999997,-0.8660254037844388
2023-07-19,23.6,26.0,3.7,16.4,1003.0,87,6.3,42T,-0.6691306063588582,-0.7431448254773942,-0.4999999999999997,-0.8660254037844388
2023-07-20,22.9,27.2,0.1,16.6,1002.7,79,10.2,42T,-0.7193398003386509,-0.6946583704589975,-0.4999999999999997,-0.8660254037844388
2023-07-21,23.8,26.1,27.8,11.2,1004.3,88,9.9,42T,-0.6156614753256578,-0.7880107536067222,-0.4999999999999997,-0.8660254037844388
2023-07-22,23.7,25.4,10.1,12.1,1005.5,91,9.5,42T,-0.601815023152048,-0.798635510047293,-0.4999999999999997,-0.8660254037844388
2023-07-23,23.9,25.7,12.0,11.7,1005.5,90,9.0,42T,-0.587785252292473,-0.8090169943749475,-0.4999999999999997,-0.8660254037844388
2023-07-24,23.7,26.7,3.6,13.0,1004.2,84,9.4,42T,-0.6560590289905074,-0.7547095802227719,-0.4999999999999997,-0.8660254037844388
2023-07-25,23.5,26.7,0.1,12.2,1004.9,83,11.3,42T,-0.6691306063588582,-0.7431448254773942,-0.4999999999999997,-0.8660254037844388
2023-07-26,24.4,25.9,10.5,10.8,1005.6,91,10.7,42T,-0.7071067811865475,-0.7071067811865477,-0.4999999999999997,-0.8660254037844388
2023-07-27,24.4,26.8,3.3,13.0,1005.2,87,12.1,42T,-0.6946583704589973,-0.7193398003386511,-0.4999999999999997,-0.8660254037844388
2023-07-28,23.7,27.7,1.1,15.5,1003.5,80,11.0,42T,-0.7771459614569711,-0.6293203910498371,-0.4999999999999997,-0.8660254037844388
2023-07-29,23.6,28.2,0.5,17.2,1003.0,77,9.1,42T,-0.7313537016191701,-0.6819983600624989,-0.4999999999999997,-0.8660254037844388
2023-07-30,24.0,27.4,2.1,15.4,1003.3,83,7.2,42T,-0.587785252292473,-0.8090169943749475,-0.4999999999999997,-0.8660254037844388
2023-07-31,24.1,27.1,6.1,14.4,1004.0,85,9.5,42T,-0.45399049973954625,-0.8910065241883681,-0.4999999999999997,-0.8660254037844388
2023-08-01,24.1,26.8,5.3,16.4,1004.6,86,8.4,42T,-0.5150380749100542,-0.8571673007021123,-0.8660254037844385,-0.5000000000000004
2023-08-02,23.8,27.3,1.0,15.5,1005.1,82,7.3,42T,-0.6427876096865393,-0.766044443118978,-0.8660254037844385,-0.5000000000000004
2023-08-03,23.2,28.0,0.2,14.9,1005.5,77,10.8,42T,-0.6560590289905074,-0.7547095802227719,-0.8660254037844385,-0.5000000000000004
2023-08-04,22.7,28.6,0.5,13.7,1007.0,72,11.7,42T,-0.743144825477394,-0.6691306063588585,-0.8660254037844385,-0.5000000000000004
2023-08-05,22.3,28.9,0.4,12.6,1007.5,70,14.2,42T,-0.6819983600624984,-0.7313537016191706,-0.8660254037844385,-0.5000000000000004
2023-08-06,22.7,28.6,1.1,12.5,1006.5,72,10.8,42T,-0.7193398003386509,-0.6946583704589975,-0.8660254037844385,-0.5000000000000004
2023-08-07,23.5,28.1,1.9,13.1,1005.1,78,11.6,42T,-0.6293203910498376,-0.7771459614569708,-0.8660254037844385,-0.5000000000000004
2023-08-08,23.5,27.8,1.2,13.7,1005.6,78,11.2,42T,-0.6427876096865393,-0.766044443118978,-0.8660254037844385,-0.5000000000000004
2023-08-09,23.6,27.5,5.9,11.9,1006.8,80,7.5,42T,-0.6156614753256578,-0.7880107536067222,-0.8660254037844385,-0.5000000000000004
2023-08-10,23.7,27.4,6.4,12.8,1006.6,81,8.5,42T,-0.5446390350150271,-0.838670567945424,-0.8660254037844385,-0.5000000000000004
2023-08-11,23.2,27.9,1.0,13.6,1005.5,77,8.3,42T,-0.6156614753256578,-0.7880107536067222,-0.8660254037844385,-0.5000000000000004
2023-08-12,23.3,27.5,7.8,13.9,1005.0,79,8.3,42T,-0.6946583704589973,-0.7193398003386511,-0.8660254037844385,-0.5000000000000004
2023-08-13,23.6,27.2,2.9,13.0,1004.8,82,7.7,42T,-0.587785252292473,-0.8090169943749475,-0.8660254037844385,-0.5000000000000004
2023-08-14,23.7,26.2,11.1,14.1,1005.3,87,7.4,42T,-0.6156614753256578,-0.7880107536067222,-0.8660254037844385,-0.5000000000000004
2023-08-15,23.8,25.6,5.8,13.7,1005.8,90,7.4,42T,-0.5735764363510458,-0.819152044288992,-0.8660254037844385,-0.5000000000000004
2023-08-16,23.7,25.7,3.8,12.8,1005.8,89,8.4,42T,-0.6156614753256578,-0.7880107536067222,-0.8660254037844385,-0.5000000000000004
2023-08-17,22.8,27.6,0.2,12.3,1005.3,77,9.1,42T,-0.7547095802227717,-0.6560590289905077,-0.8660254037844385,-0.5000000000000004
2023-08-18,22.6,28.3,0.5,11.3,1004.4,73,8.9,42T,-0.8191520442889916,-0.5735764363510464,-0.8660254037844385,-0.5000000000000004
2023-08-19,23.6,27.7,2.3,8.0,1004.1,80,17.0,42T,-0.587785252292473,-0.8090169943749475,-0.8660254037844385,-0.5000000000000004
2023-08-20,23.9,27.3,11.6,8.9,1003.6,83,14.6,42T,-0.6691306063588582,-0.7431448254773942,-0.8660254037844385,-0.5000000000000004
2023-08-21,23.9,26.8,9.9,10.0,1003.8,85,13.4,42T,-0.39073112848927355,-0.9205048534524404,-0.8660254037844385,-0.5000000000000004
2023-08-22,23.1,27.8,0.4,9.8,1004.3,78,13.5,42T,-0.5735764363510458,-0.819152044288992,-0.8660254037844385,-0.5000000000000004
2023-08-23,22.0,28.7,0.1,11.8,1004.3,71,12.5,42T,-0.7193398003386509,-0.6946583704589975,-0.8660254037844385,-0.5000000000000004
2023-08-24,22.4,28.4,1.0,10.2,1004.4,72,12.7,42T,-0.6427876096865393,-0.766044443118978,-0.8660254037844385,-0.5000000000000004
2023-08-25,22.7,28.6,15.3,8.6,1004.5,73,11.5,42T,-0.743144825477394,-0.6691306063588585,-0.8660254037844385,-0.5000000000000004
2023-08-26,22.6,28.3,1.8,10.9,1005.2,74,9.8,42T,-0.6293203910498376,-0.7771459614569708,-0.8660254037844385,-0.5000000000000004
2023-08-27,22.2,29.3,0.1,8.5,1004.0,69,10.4,42T,-0.8386705679454242,-0.544639035015027,-0.8660254037844385,-0.5000000000000004
2023-08-28,22.6,29.4,1.3,13.4,1003.3,69,11.0,42T,-0.7771459614569711,-0.6293203910498371,-0.8660254037844385,-0.5000000000000004
2023-08-29,22.5,29.1,2.1,15.1,1002.8,70,9.5,42T,-0.8386705679454242,-0.544639035015027,-0.8660254037844385,-0.5000000000000004
2023-08-30,23.1,28.6,0.8,14.1,1003.6,73,10.1,42T,-0.6946583704589973,-0.7193398003386511,-0.8660254037844385,-0.5000000000000004
2023-08-31,24.0,27.9,20.2,12.9,1004.1,81,8.4,42T,-0.6156614753256578,-0.7880107536067222,-0.8660254037844385,-0.5000000000000004
2023-09-01,23.9,26.7,29.0,14.2,1004.6,86,7.7,42T,-0.6819983600624984,-0.7313537016191706,-1.0,-1.8369701987210297e-16
2023-09-02,23.6,26.2,11.7,15.9,1003.4,87,5.7,42T,-0.7193398003386509,-0.6946583704589975,-1.0,-1.8369701987210297e-16
2023-09-03,24.2,25.6,22.2,15.0,1002.4,93,6.3,42T,-0.601815023152048,-0.798635510047293,-1.0,-1.8369701987210297e-16
2023-09-04,24.2,25.2,30.6,13.4,1001.9,95,6.0,42T,-0.5446390350150271,-0.838670567945424,-1.0,-1.8369701987210297e-16
2023-09-05,23.2,26.5,1.7,14.4,1003.5,83,6.3,42T,-0.7313537016191701,-0.6819983600624989,-1.0,-1.8369701987210297e-16
2023-09-06,23.8,26.9,3.5,9.5,1004.8,84,9.0,42T,-0.5299192642332048,-0.8480480961564261,-1.0,-1.8369701987210297e-16
2023-09-07,24.2,26.7,2.4,8.9,1005.2,87,11.7,42T,-0.5446390350150271,-0.838670567945424,-1.0,-1.8369701987210297e-16
2023-09-08,24.6,26.6,5.9,7.0,1005.2,89,14.4,42T,-0.587785252292473,-0.8090169943749475,-1.0,-1.8369701987210297e-16
2023-09-09,24.2,26.7,3.0,8.8,1004.2,87,10.9,42T,-0.6156614753256578,-0.7880107536067222,-1.0,-1.8369701987210297e-16
2023-09-10,23.8,26.2,3.1,13.1,1004.2,87,9.0,42T,-0.587785252292473,-0.8090169943749475,-1.0,-1.8369701987210297e-16
2023-09-11,24.3,26.4,6.0,9.7,1004.8,89,13.4,42T,-0.43837114678907707,-0.8987940462991671,-1.0,-1.8369701987210297e-16
2023-09-12,24.0,26.1,3.9,8.6,1005.5,88,17.2,42T,-0.39073112848927355,-0.9205048534524404,-1.0,-1.8369701987210297e-16
2023-09-13,24.4,27.0,5.8,8.9,1005.2,87,19.8,42T,-0.4226182617406993,-0.90630778703665,-1.0,-1.8369701987210297e-16
2023-09-14,24.5,26.7,15.7,9.9,1005.5,89,14.7,42T,-0.5735764363510458,-0.819152044288992,-1.0,-1.8369701987210297e-16
2023-09-15,23.6,26.3,3.3,11.9,1005.2,86,11.2,42T,-0.601815023152048,-0.798635510047293,-1.0,-1.8369701987210297e-16
2023-09-16,23.5,25.9,7.0,11.0,1004.8,87,9.4,42T,-0.46947156278589086,-0.8829475928589269,-1.0,-1.8369701987210297e-16
2023-09-17,24.0,26.0,17.6,11.0,1004.1,89,12.0,42T,-0.46947156278589086,-0.8829475928589269,-1.0,-1.8369701987210297e-16
2023-09-18,24.1,26.9,8.5,7.1,1004.8,86,11.2,42T,-0.45399049973954625,-0.8910065241883681,-1.0,-1.8369701987210297e-16
2023-09-19,24.6,26.8,13.0,5.6,1005.9,88,9.2,42T,0.5591929034707469,0.8290375725550417,-1.0,-1.8369701987210297e-16
2023-09-20,24.0,27.1,0.0,5.7,1005.3,85,8.9,42T,-0.3090169943749477,0.9510565162951535,-1.0,-1.8369701987210297e-16
2023-09-21,24.1,26.2,28.1,5.5,1005.4,89,11.8,42T,-0.6018150231520483,0.7986355100472928,-1.0,-1.8369701987210297e-16
2023-09-22,23.9,25.5,10.0,6.5,1005.0,91,9.4,42T,-0.601815023152048,-0.798635510047293,-1.0,-1.8369701987210297e-16
2023-09-23,24.0,25.5,17.0,9.2,1004.9,92,8.5,42T,-0.5150380749100542,-0.8571673007021123,-1.0,-1.8369701987210297e-16
2023-09-24,24.0,26.0,6.9,11.5,1004.2,89,10.2,42T,-0.5735764363510458,-0.819152044288992,-1.0,-1.8369701987210297e-16
2023-09-25,24.0,26.0,10.9,12.4,1003.4,89,7.7,42T,-0.6156614753256578,-0.7880107536067222,-1.0,-1.8369701987210297e-16
2023-09-26,24.1,25.9,9.0,14.2,1003.4,90,9.2,42T,-0.587785252292473,-0.8090169943749475,-1.0,-1.8369701987210297e-16
2023-09-27,23.7,24.6,14.6,14.8,1003.8,95,9.7,42T,-0.46947156278589086,-0.8829475928589269,-1.0,-1.8369701987210297e-16
2023-09-28,23.2,26.3,0.0,12.8,1004.3,83,9.8,42T,-0.46947156278589086,-0.8829475928589269,-1.0,-1.8369701987210297e-16
2023-09-29,23.9,27.5,3.1,9.1,1006.3,82,21.7,42T,-0.43837114678907707,-0.8987940462991671,-1.0,-1.8369701987210297e-16
2023-09-30,23.9,27.1,0.6,5.5,1006.7,84,21.9,42T,-0.6293203910498376,-0.7771459614569708,-1.0,-1.8369701987210297e-16
2023-10-01,24.1,27.1,2.7,5.1,1005.7,85,14.6,42T,-0.4226182617406993,-0.90630778703665,-0.8660254037844386,0.5000000000000001
2023-10-02,24.4,26.6,9.1,6.2,1006.4,89,16.5,42T,-0.6946583704589973,-0.7193398003386511,-0.8660254037844386,0.5000000000000001
2023-10-03,24.6,26.2,14.4,6.0,1006.8,92,12.1,42T,-0.5591929034707467,-0.8290375725550417,-0.8660254037844386,0.5000000000000001
2023-10-04,24.7,25.6,26.8,4.8,1006.4,95,9.8,42T,-0.5299192642332048,-0.8480480961564261,-0.8660254037844386,0.5000000000000001
2023-10-05,24.5,26.4,18.9,8.4,1005.0,90,10.5,42T,-0.5446390350150271,-0.838670567945424,-0.8660254037844386,0.5000000000000001
2023-10-06,24.4,26.3,7.9,11.4,1005.2,90,10.6,42T,-0.5150380749100542,-0.8571673007021123,-0.8660254037844386,0.5000000000000001
2023-10-07,24.5,26.0,22.5,6.5,1006.1,92,11.9,42T,-0.6560590289905074,-0.7547095802227719,-0.8660254037844386,0.5000000000000001
2023-10-08,24.3,25.8,8.7,5.4,1007.2,92,15.2,42T,-0.743144825477394,-0.6691306063588585,-0.8660254037844386,0.5000000000000001
2023-10-09,24.0,26.8,1.7,4.1,1007.1,86,17.4,42T,-0.9702957262759965,-0.24192189559966779,-0.8660254037844386,0.5000000000000001
2023-10-10,24.5,26.4,9.4,4.5,1006.2,90,12.6,42T,-0.45399049973954625,-0.8910065241883681,-0.8660254037844386,0.5000000000000001
2023-10-11,24.5,26.0,13.6,4.0,1006.1,92,12.7,42T,0.9205048534524404,-0.3907311284892736,-0.8660254037844386,0.5000000000000001
2023-10-12,24.5,26.1,11.7,5.1,1007.2,91,12.8,42T,0.6691306063588582,0.7431448254773942,-0.8660254037844386,0.5000000000000001
2023-10-13,24.3,26.2,4.8,5.7,1007.1,90,10.9,42T,-0.4848096202463369,0.8746197071393959,-0.8660254037844386,0.5000000000000001
2023-10-14,24.6,26.5,5.8,5.6,1005.9,90,9.9,42T,-0.6427876096865393,-0.766044443118978,-0.8660254037844386,0.5000000000000001
2023-10-15,24.3,26.5,3.5,7.4,1004.8,88,8.8,42T,-0.6691306063588582,-0.7431448254773942,-0.8660254037844386,0.5000000000000001
2023-10-16,24.5,26.1,15.9,6.4,1005.1,91,9.4,42T,-0.5150380749100542,-0.8571673007021123,-0.8660254037844386,0.5000000000000001
2023-10-17,24.2,25.8,4.2,5.1,1006.3,92,9.4,42T,-0.601815023152048,-0.798635510047293,-0.8660254037844386,0.5000000000000001
2023-10-18,24.5,25.7,20.2,4.3,1006.9,93,10.4,42T,-0.601815023152048,-0.798635510047293,-0.8660254037844386,0.5000000000000001
2023-10-19,24.6,25.9,20.4,3.8,1007.0,93,11.0,42T,-0.8290375725550414,-0.5591929034707472,-0.8660254037844386,0.5000000000000001
2023-10-20,24.5,26.6,19.3,5.2,1006.5,89,10.1,42T,-0.8829475928589271,0.4694715627858904,-0.8660254037844386,0.5000000000000001
2023-10-21,24.5,26.0,9.6,4.7,1007.1,92,10.8,42T,0.9335804264972017,0.3583679495453004,-0.8660254037844386,0.5000000000000001
2023-10-22,24.1,25.8,28.8,6.4,1007.8,91,10.5,42T,-0.9271838545667874,0.37460659341591196,-0.8660254037844386,0.5000000000000001
2023-10-23,24.1,26.0,1.9,5.9,1007.4,90,9.3,42T,0.7313537016191705,0.6819983600624985,-0.8660254037844386,0.5000000000000001
2023-10-24,23.9,26.7,2.6,4.9,1007.0,86,11.6,42T,-0.9993908270190957,-0.03489949670250165,-0.8660254037844386,0.5000000000000001
2023-10-25,24.2,26.3,1.7,5.2,1006.9,89,9.9,42T,-0.9135454576426008,0.40673664307580054,-0.8660254037844386,0.5000000000000001
2023-10-26,24.5,26.1,11.4,4.8,1006.5,92,11.9,42T,-0.32556815445715676,-0.9455185755993167,-0.8660254037844386,0.5000000000000001
2023-10-27,24.0,26.3,3.8,5.5,1006.2,88,10.5,42T,-0.30901699437494773,-0.9510565162951535,-0.8660254037844386,0.5000000000000001
2023-10-28,24.2,26.2,29.5,4.9,1006.3,90,9.7,42T,-0.6819983600624984,-0.7313537016191706,-0.8660254037844386,0.5000000000000001
2023-10-29,24.1,26.0,4.2,4.9,1005.7,90,8.9,42T,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
2023-10-30,23.9,26.0,11.2,8.6,1005.3,89,8.2,42T,0.8191520442889918,0.573576436351046,-0.8660254037844386,0.5000000000000001
2023-10-31,23.9,25.9,5.8,13.1,1005.7,89,8.9,42T,0.9135454576426009,0.4067366430758002,-0.8660254037844386,0.5000000000000001
2023-11-01,24.0,25.8,14.4,9.6,1006.5,90,9.7,42T,0.7986355100472928,0.6018150231520484,-0.5000000000000004,0.8660254037844384
2023-11-02,23.8,25.7,8.8,9.1,1006.3,90,9.0,42T,0.8386705679454239,0.5446390350150272,-0.5000000000000004,0.8660254037844384
2023-11-03,24.4,26.5,8.6,5.9,1004.8,89,9.2,42T,0.8571673007021122,0.5150380749100543,-0.5000000000000004,0.8660254037844384
2023-11-04,24.6,25.9,12.2,5.2,1005.1,93,10.7,42T,0.9612616959383189,0.27563735581699916,-0.5000000000000004,0.8660254037844384
2023-11-05,24.6,26.4,4.2,5.2,1005.8,90,10.3,42T,0.6427876096865393,0.766044443118978,-0.5000000000000004,0.8660254037844384
2023-11-06,24.6,26.6,13.0,7.4,1006.0,89,9.5,42T,0.8191520442889918,0.573576436351046,-0.5000000000000004,0.8660254037844384
2023-11-07,24.4,26.3,7.8,6.1,1006.1,90,9.5,42T,0.8480480961564261,0.5299192642332049,-0.5000000000000004,0.8660254037844384
2023-11-08,24.7,26.7,4.5,5.3,1005.7,89,11.3,42T,0.6691306063588582,0.7431448254773942,-0.5000000000000004,0.8660254037844384
2023-11-09,24.7,26.2,4.9,4.5,1006.1,92,12.1,42T,0.48480962024633706,0.8746197071393957,-0.5000000000000004,0.8660254037844384
2023-11-10,24.6,26.0,6.5,4.9,1006.9,92,12.0,42T,0.788010753606722,0.6156614753256583,-0.5000000000000004,0.8660254037844384
2023-11-11,24.2,25.8,10.6,6.1,1007.3,91,11.4,42T,0.8290375725550417,0.5591929034707468,-0.5000000000000004,0.8660254037844384
2023-11-12,23.9,24.6,35.8,8.9,1006.5,96,8.5,42T,0.9063077870366499,0.42261826174069944,-0.5000000000000004,0.8660254037844384
2023-11-13,24.1,25.6,15.4,8.5,1006.6,91,7.6,42T,0.9510565162951535,0.30901699437494745,-0.5000000000000004,0.8660254037844384
2023-11-14,24.2,25.6,30.1,8.0,1007.2,92,6.6,42T,0.9612616959383189,0.27563735581699916,-0.5000000000000004,0.8660254037844384
2023-11-15,23.8,25.5,15.8,11.5,1007.7,91,8.4,42T,0.898794046299167,0.43837114678907746,-0.5000000000000004,0.8660254037844384
2023-11-16,23.9,25.3,6.3,11.7,1007.8,92,8.1,42T,0.9396926207859083,0.3420201433256688,-0.5000000000000004,0.8660254037844384
2023-11-17,23.7,25.2,17.5,12.9,1008.2,92,5.8,42T,0.9271838545667874,0.37460659341591196,-0.5000000000000004,0.8660254037844384
2023-11-18,23.6,25.8,8.1,14.5,1007.8,88,8.5,42T,0.8829475928589269,0.46947156278589086,-0.5000000000000004,0.8660254037844384
2023-11-19,23.0,26.4,1.0,13.9,1007.4,82,12.5,42T,0.7986355100472928,0.6018150231520484,-0.5000000000000004,0.8660254037844384
2023-11-20,22.6,26.4,0.1,13.1,1007.2,80,14.6,42T,0.6819983600624985,0.7313537016191706,-0.5000000000000004,0.8660254037844384
2023-11-21,22.6,26.6,0.0,10.9,1006.2,79,20.2,42T,0.48480962024633706,0.8746197071393957,-0.5000000000000004,0.8660254037844384
2023-11-22,23.5,26.6,0.9,7.4,1005.2,84,22.1,42T,0.45399049973954675,0.8910065241883679,-0.5000000000000004,0.8660254037844384
2023-11-23,23.8,26.2,4.1,7.7,1004.8,87,21.8,42T,0.6946583704589973,0.7193398003386512,-0.5000000000000004,0.8660254037844384
2023-11-24,23.8,25.5,17.2,9.2,1005.5,91,10.4,42T,0.8480480961564261,0.5299192642332049,-0.5000000000000004,0.8660254037844384
2023-11-25,23.5,25.8,3.9,10.6,1005.5,88,9.4,42T,0.7771459614569708,0.6293203910498375,-0.5000000000000004,0.8660254037844384
2023-11-26,23.7,24.4,10.8,9.2,1006.4,96,7.8,42T,0.8829475928589269,0.46947156278589086,-0.5000000000000004,0.8660254037844384
2023-11-27,23.2,23.8,28.7,11.7,1006.0,97,5.7,42T,0.8290375725550417,0.5591929034707468,-0.5000000000000004,0.8660254037844384
2023-11-28,23.3,25.3,2.8,12.3,1004.6,89,8.3,42T,0.9510565162951535,0.30901699437494745,-0.5000000000000004,0.8660254037844384
2023-11-29,23.3,25.4,15.5,11.4,1005.3,88,11.3,42T,0.8480480961564261,0.5299192642332049,-0.5000000000000004,0.8660254037844384
2023-11-30,24.0,25.8,2.3,11.6,1005.7,90,10.6,42T,0.8910065241883678,0.4539904997395468,-0.5000000000000004,0.8660254037844384
2023-12-01,23.5,25.0,12.6,10.7,1005.9,91,6.8,42T,0.7771459614569708,0.6293203910498375,-2.4492935982947064e-16,1.0
2023-12-02,23.6,25.4,6.5,10.1,1005.7,90,7.7,42T,0.8571673007021122,0.5150380749100543,-2.4492935982947064e-16,1.0
2023-12-03,23.8,25.4,14.5,11.4,1005.9,91,6.0,42T,0.8829475928589269,0.46947156278589086,-2.4492935982947064e-16,1.0
2023-12-04,23.8,25.6,10.7,11.2,1005.5,90,5.1,42T,0.9271838545667874,0.37460659341591196,-2.4492935982947064e-16,1.0
2023-12-05,23.5,25.7,8.9,7.1,1005.7,89,7.5,42T,0.9702957262759965,-0.24192189559966779,-2.4492935982947064e-16,1.0
2023-12-06,23.7,26.8,0.0,10.2,1006.5,84,9.9,42T,0.9063077870366499,0.42261826174069944,-2.4492935982947064e-16,1.0
2023-12-07,24.3,26.4,2.0,6.3,1006.7,89,9.5,42T,0.6156614753256582,0.788010753606722,-2.4492935982947064e-16,1.0
2023-12-08,24.0,26.1,1.6,6.5,1006.6,89,9.4,42T,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2023-12-09,24.1,26.4,9.1,9.3,1006.0,88,11.3,42T,0.6946583704589973,0.7193398003386512,-2.4492935982947064e-16,1.0
2023-12-10,24.3,26.6,1.4,7.1,1004.9,88,13.5,42T,0.5877852522924731,0.8090169943749475,-2.4492935982947064e-16,1.0
2023-12-11,24.0,26.7,0.4,8.5,1005.3,86,15.0,42T,0.766044443118978,0.6427876096865394,-2.4492935982947064e-16,1.0
2023-12-12,23.3,26.9,0.5,7.9,1005.3,82,18.7,42T,0.9612616959383189,0.27563735581699916,-2.4492935982947064e-16,1.0
2023-12-13,23.2,26.3,1.5,9.4,1006.1,84,20.2,42T,0.9335804264972017,0.3583679495453004,-2.4492935982947064e-16,1.0
2023-12-14,23.9,26.7,5.4,10.2,1006.7,85,17.0,42T,0.898794046299167,0.43837114678907746,-2.4492935982947064e-16,1.0
2023-12-15,23.7,26.7,3.2,11.3,1006.5,84,12.4,42T,0.8829475928589269,0.46947156278589086,-2.4492935982947064e-16,1.0
2023-12-16,23.3,26.0,1.6,11.0,1006.3,86,13.1,42T,0.8910065241883678,0.4539904997395468,-2.4492935982947064e-16,1.0
2023-12-17,23.2,26.6,1.1,11.4,1006.3,82,12.2,42T,0.9563047559630354,0.29237170472273677,-2.4492935982947064e-16,1.0
2023-12-18,23.4,26.4,3.7,11.3,1007.0,84,13.3,42T,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
2023-12-19,23.4,26.1,2.2,10.8,1007.4,86,15.0,42T,0.8191520442889918,0.573576436351046,-2.4492935982947064e-16,1.0
2023-12-20,23.6,26.4,2.9,9.8,1006.7,85,13.3,42T,0.788010753606722,0.6156614753256583,-2.4492935982947064e-16,1.0
2023-12-21,23.5,26.3,4.2,10.9,1006.9,85,13.7,42T,0.7771459614569708,0.6293203910498375,-2.4492935982947064e-16,1.0
2023-12-22,22.7,25.9,2.0,16.8,1008.1,83,9.7,42T,0.7193398003386511,0.6946583704589974,-2.4492935982947064e-16,1.0
2023-12-23,21.3,26.1,0.8,19.9,1009.0,75,13.3,42T,0.6946583704589973,0.7193398003386512,-2.4492935982947064e-16,1.0
2023-12-24,21.7,25.9,1.5,19.3,1009.3,78,12.9,42T,0.788010753606722,0.6156614753256583,-2.4492935982947064e-16,1.0
2023-12-25,22.0,25.6,2.5,17.4,1009.0,81,14.5,42T,0.8290375725550417,0.5591929034707468,-2.4492935982947064e-16,1.0
2023-12-26,21.8,26.2,0.5,15.0,1009.4,76,17.6,42T,0.7771459614569708,0.6293203910498375,-2.4492935982947064e-16,1.0
2023-12-27,22.5,26.4,1.6,13.8,1009.5,80,17.6,42T,0.7771459614569708,0.6293203910498375,-2.4492935982947064e-16,1.0
2023-12-28,22.8,26.5,1.1,12.3,1008.1,81,15.2,42T,0.788010753606722,0.6156614753256583,-2.4492935982947064e-16,1.0
2023-12-29,23.6,26.2,7.0,10.7,1007.1,86,15.7,42T,0.8386705679454239,0.5446390350150272,-2.4492935982947064e-16,1.0
2023-12-30,23.8,26.1,6.7,8.6,1006.8,88,15.2,42T,0.7193398003386511,0.6946583704589974,-2.4492935982947064e-16,1.0
2023-12-31,23.8,26.6,0.8,8.9,1006.9,85,15.7,42T,0.6560590289905072,0.754709580222772,-2.4492935982947064e-16,1.0
2024-01-01,23.5,26.6,0.3,9.4,1006.5,84,19.8,42T,0.9335804264972017,0.3583679495453004,0.49999999999999994,0.8660254037844387
2024-01-02,23.5,26.7,0.5,9.1,1006.3,83,9.2,42T,0.8571673007021122,0.5150380749100543,0.49999999999999994,0.8660254037844387
2024-01-03,23.1,26.9,0.4,9.9,1006.2,81,13.2,42T,0.8746197071393957,0.4848096202463371,0.49999999999999994,0.8660254037844387
2024-01-04,23.3,27.0,0.5,9.3,1006.5,81,15.9,42T,0.8829475928589269,0.46947156278589086,0.49999999999999994,0.8660254037844387
2024-01-05,22.8,26.9,0.5,11.2,1006.8,79,17.96666666666667,42T,0.8829475928589269,0.46947156278589086,0.49999999999999994,0.8660254037844387
2024-01-06,23.0,26.6,0.7,11.7,1007.2,82,20.033333333333335,42T,0.898794046299167,0.43837114678907746,0.49999999999999994,0.8660254037844387
2024-01-07,22.9,27.1,0.7,9.6,1007.5,79,22.1,42T,0.8290375725550417,0.5591929034707468,0.49999999999999994,0.8660254037844387
2024-01-08,23.1,26.4,1.7,11.4,1007.0,83,24.0,42T,0.9396926207859083,0.3420201433256688,0.49999999999999994,0.8660254037844387
2024-01-09,23.0,26.4,1.0,10.0,1006.7,83,17.4,42T,0.8090169943749475,0.5877852522924731,0.49999999999999994,0.8660254037844387
