date,dew_point_2m_mean,temperature_2m_mean,precipitation_sum,wind_direction_10m_dominant,wind_speed_10m_mean,surface_pressure_mean,relative_humidity_2m_mean,pm25
2021-01-01,21.4,24.7,1.3,49,15.6,1006.9,82,19.0
2021-01-02,20.9,24.7,1.1,45,14.9,1007.0,80,19.0
2021-01-03,21.6,25.1,0.5,52,13.1,1006.1,81,22.0
2021-01-04,22.3,25.3,2.1,46,13.3,1005.8,84,23.0
2021-01-05,22.7,25.3,2.6,56,12.2,1006.4,86,19.0
2021-01-06,23.2,25.0,14.9,54,9.2,1005.5,90,17.0
2021-01-07,23.3,24.9,5.1,60,9.6,1004.4,91,12.0
2021-01-08,23.0,25.3,1.0,69,10.1,1004.0,87,14.0
2021-01-09,22.7,24.7,4.7,61,10.4,1005.1,89,17.0
2021-01-10,22.1,25.1,1.0,57,12.2,1005.7,84,18.0
2021-01-11,21.6,24.7,0.8,49,11.8,1006.7,83,18.0
2021-01-12,21.2,24.1,2.7,52,15.1,1007.0,84,22.0
2021-01-13,20.1,23.6,0.9,49,14.4,1007.5,81,24.0
2021-01-14,20.5,23.5,0.6,52,10.8,1006.8,83,33.0
2021-01-15,20.4,24.3,0.0,68,10.4,1005.0,80,33.0
2021-01-16,21.7,25.0,0.7,74,10.5,1004.9,83,23.0
2021-01-17,21.2,25.1,0.0,76,11.6,1006.3,80,22.0
2021-01-18,21.0,24.7,0.6,68,13.8,1006.9,81,27.0
2021-01-19,20.5,23.8,0.8,51,11.6,1007.0,82,25.0
2021-01-20,20.9,24.1,0.1,55,9.8,1007.0,83,28.0
2021-01-21,21.1,24.2,0.4,42,8.2,1006.4,84,37.0
2021-01-22,21.4,24.2,0.6,45,7.2,1005.9,85,30.0
2021-01-23,21.6,24.5,1.3,48,6.9,1005.6,85,26.0
2021-01-24,22.5,25.1,1.5,64,6.2,1006.0,86,21.0
2021-01-25,21.7,25.8,0.5,77,8.0,1005.8,80,12.0
2021-01-26,22.4,25.5,2.9,74,8.2,1005.0,84,15.0
2021-01-27,21.8,25.8,0.6,86,8.3,1005.4,80,21.0
2021-01-28,22.3,25.7,0.6,77,9.7,1006.7,83,13.0
